
 Node          U1          U2          U3
 -1.778e-04   6.638e-05   5.381e-05   1.042e-04  -1.752e-05   7.128e-06
 -2.467e-04   6.816e-05   7.577e-05   8.341e-05   6.206e-06   1.395e-05
 -1.792e-04   6.816e-05   5.381e-05   9.117e-05   4.436e-06   5.307e-06
Element   890
 -2.798e-04   7.145e-05   7.893e-05   6.803e-06  -1.751e-05   1.498e-05
 -1.983e-04   7.145e-05   5.479e-05   1.297e-05  -1.927e-05   5.395e-06
 -2.810e-04   7.321e-05   7.893e-05  -4.523e-06   6.623e-06   1.148e-05
 -1.989e-04   7.321e-05   5.479e-05   1.519e-06   4.865e-06   4.536e-06
 -2.798e-04   7.761e-05   8.243e-05   8.838e-05  -1.949e-05   1.609e-05
 -1.983e-04   7.761e-05   5.565e-05   9.454e-05  -2.112e-05   6.050e-06
 -2.810e-04   7.925e-05   8.243e-05   7.750e-05   7.290e-06   1.258e-05
 -1.989e-04   7.925e-05   5.565e-05   8.354e-05   5.656e-06   5.190e-06
Element   891
 -1.662e-04   1.175e-05   6.180e-06  -9.360e-05  -7.741e-07   6.408e-05
 -1.263e-04   1.175e-05   5.266e-06  -6.150e-05  -1.190e-06   5.391e-05
 -1.673e-04   1.216e-05   6.180e-06  -1.003e-04   1.395e-07   4.720e-05
 -1.256e-04   1.216e-05   5.266e-06  -6.708e-05  -2.759e-07   3.953e-05
 -1.662e-04   4.384e-05   2.306e-05  -5.372e-05  -2.889e-06   6.517e-05
 -1.263e-04   4.384e-05   1.965e-05  -2.163e-05  -4.439e-06   5.318e-05
 -1.673e-04   4.539e-05   2.306e-05  -5.861e-05   5.207e-07   4.829e-05
 -1.256e-04   4.539e-05   1.965e-05  -2.538e-05  -1.030e-06   3.879e-05
Element   892
 -1.716e-04   5.386e-05   3.245e-05  -2.004e-05  -3.841e-06   4.140e-05
 -1.489e-04   5.386e-05   2.767e-05  -2.477e-05  -5.607e-06   3.291e-05
 -1.673e-04   5.563e-05   3.245e-05  -2.217e-05   9.362e-07   3.264e-05
 -1.452e-04   5.563e-05   2.767e-05  -2.744e-05  -8.298e-07   2.539e-05
 -1.716e-04   4.914e-05   4.121e-05   2.678e-06  -4.326e-06   3.711e-05
 -1.489e-04   4.914e-05   3.519e-05  -2.046e-06  -5.546e-06   2.924e-05
 -1.673e-04   5.036e-05   4.121e-05  -7.235e-08   1.690e-06   2.835e-05
 -1.452e-04   5.036e-05   3.519e-05  -5.342e-06   4.701e-07   2.172e-05
Element   893
 -1.634e-04   4.684e-05   4.497e-05  -1.598e-05  -4.422e-06   1.411e-05
 -1.408e-04   4.684e-05   3.838e-05  -1.753e-05  -5.462e-06   8.871e-06
 -1.639e-04   4.788e-05   4.497e-05  -1.755e-05   2.175e-06   1.259e-05
 -1.417e-04   4.788e-05   3.838e-05  -1.904e-05   1.135e-06   7.696e-06
 -1.634e-04   4.529e-05   4.650e-05   6.654e-06  -4.200e-06   1.461e-05
 -1.408e-04   4.529e-05   3.955e-05   5.105e-06  -5.295e-06   9.749e-06
 -1.639e-04   4.639e-05   4.650e-05   4.712e-06   2.747e-06   1.308e-05
 -1.417e-04   4.639e-05   3.955e-05   3.218e-06   1.653e-06   8.573e-06
Element   894
 -1.593e-04   4.424e-05   4.743e-05  -1.369e-05  -4.213e-06   6.598e-06
 -1.354e-04   4.424e-05   4.023e-05  -1.503e-05  -5.264e-06   2.705e-06
 -1.609e-04   4.529e-05   4.743e-05  -1.456e-05   2.982e-06   5.585e-06
 -1.372e-04   4.529e-05   4.023e-05  -1.607e-05   1.931e-06   2.019e-06
 -1.593e-04   4.290e-05   4.844e-05   1.017e-05  -4.469e-06   8.263e-06
 -1.354e-04   4.290e-05   4.092e-05   8.831e-06  -5.346e-06   4.498e-06
 -1.609e-04   4.378e-05   4.844e-05   9.172e-06   3.052e-06   7.250e-06
 -1.372e-04   4.378e-05   4.092e-05   7.664e-06   2.175e-06   3.812e-06
Element   895
 -1.590e-04   4.226e-05   4.923e-05  -9.017e-06  -4.741e-06   6.567e-06
 -1.334e-04   4.226e-05   4.141e-05  -9.437e-06  -5.552e-06   2.517e-06
 -1.611e-04   4.307e-05   4.923e-05  -1.002e-05   3.077e-06   5.422e-06
 -1.353e-04   4.307e-05   4.141e-05  -1.044e-05   2.267e-06   1.861e-06
 -1.590e-04   4.184e-05   5.038e-05   1.658e-05  -5.230e-06   8.614e-06
 -1.334e-04   4.184e-05   4.207e-05   1.616e-05  -6.033e-06   4.373e-06
 -1.611e-04   4.265e-05   5.038e-05   1.578e-05   3.077e-06   7.469e-06
 -1.353e-04   4.265e-05   4.207e-05   1.535e-05   2.274e-06   3.716e-06
Element   896
 -1.655e-04   4.201e-05   5.150e-05  -1.599e-06  -5.805e-06   1.028e-05
 -1.356e-04   4.201e-05   4.267e-05  -7.182e-07  -6.656e-06   4.613e-06
 -1.677e-04   4.286e-05   5.150e-05  -2.826e-06   3.024e-06   8.366e-06
 -1.374e-04   4.286e-05   4.267e-05  -1.805e-06   2.172e-06   3.633e-06
 -1.655e-04   4.289e-05   5.341e-05   2.833e-05  -6.886e-06   1.247e-05
 -1.356e-04   4.289e-05   4.365e-05   2.921e-05  -7.878e-06   6.422e-06
 -1.677e-04   4.388e-05   5.341e-05   2.748e-05   2.878e-06   1.055e-05
 -1.374e-04   4.388e-05   4.365e-05   2.850e-05   1.886e-06   5.442e-06
Element   897
 -1.821e-04   4.433e-05   5.515e-05   7.351e-06  -7.993e-06   1.510e-05
 -1.435e-04   4.433e-05   4.447e-05   1.039e-05  -9.141e-06   6.911e-06
 -1.842e-04   4.547e-05   5.515e-05   5.808e-06   2.686e-06   1.227e-05
 -1.452e-04   4.547e-05   4.447e-05   9.133e-06   1.538e-06   5.645e-06
 -1.821e-04   4.737e-05   5.798e-05   4.590e-05  -9.935e-06   1.722e-05
 -1.435e-04   4.737e-05   4.574e-05   4.894e-05  -1.137e-05   8.606e-06
 -1.842e-04   4.880e-05   5.798e-05   4.478e-05   2.308e-06   1.439e-05
 -1.452e-04   4.880e-05   4.574e-05   4.811e-05   8.742e-07   7.340e-06
Element   898
 -2.106e-04   5.069e-05   6.028e-05   1.380e-05  -1.168e-05   1.905e-05
 -1.587e-04   5.069e-05   4.666e-05   1.985e-05  -1.334e-05   8.282e-06
 -2.123e-04   5.236e-05   6.028e-05   1.194e-05   1.943e-06   1.560e-05
 -1.601e-04   5.236e-05   4.666e-05   1.833e-05   2.786e-07   7.038e-06
 -2.106e-04   5.673e-05   6.372e-05   6.572e-05  -1.450e-05   2.071e-05
 -1.587e-04   5.673e-05   4.790e-05   7.176e-05  -1.651e-05   9.659e-06
 -2.123e-04   5.874e-05   6.372e-05   6.413e-05   1.326e-06   1.726e-05
 -1.601e-04   5.874e-05   4.790e-05   7.052e-05  -6.851e-07   8.414e-06
Element   899
 -2.474e-04   6.183e-05   6.620e-05   1.029e-05  -1.663e-05   2.065e-05
 -1.799e-04   6.183e-05   4.867e-05   1.817e-05  -1.886e-05   8.723e-06
 -2.481e-04   6.406e-05   6.620e-05   8.162e-06   8.981e-07   1.732e-05
 -1.807e-04   6.406e-05   4.867e-05   1.629e-05  -1.330e-06   7.860e-06
 -2.474e-04   6.971e-05   6.953e-05   7.780e-05  -1.965e-05   2.134e-05
 -1.799e-04   6.971e-05   4.953e-05   8.568e-05  -2.213e-05   9.515e-06
 -2.481e-04   7.218e-05   6.953e-05   7.558e-05   3.462e-07   1.801e-05
 -1.807e-04   7.218e-05   4.953e-05   8.370e-05  -2.128e-06   8.651e-06
Element   900
 -2.811e-04   7.478e-05   7.160e-05  -9.501e-06  -2.141e-05   1.901e-05
 -1.992e-04   7.478e-05   4.998e-05  -3.514e-06  -2.397e-05   8.842e-06
 -2.806e-04   7.734e-05   7.160e-05  -1.177e-05   1.997e-07   1.670e-05
 -1.992e-04   7.734e-05   4.998e-05  -5.817e-06  -2.354e-06   8.479e-06
 -2.811e-04   8.077e-05   7.391e-05   7.248e-05  -2.321e-05   1.843e-05
 -1.992e-04   8.077e-05   5.035e-05   7.846e-05  -2.573e-05   8.836e-06
 -2.806e-04   8.330e-05   7.391e-05   6.963e-05   3.512e-07   1.612e-05
 -1.992e-04   8.330e-05   5.035e-05   7.559e-05  -2.173e-06   8.472e-06
Element   901
 -1.681e-04   1.237e-05   4.562e-06  -1.039e-04  -6.776e-07   3.641e-05
 -1.253e-04   1.237e-05   3.868e-06  -7.012e-05  -8.398e-07   3.067e-05
 -1.690e-04   1.254e-05   4.562e-06  -1.071e-04   1.594e-08   2.395e-05
 -1.253e-04   1.254e-05   3.868e-06  -7.287e-05  -1.463e-07   2.010e-05
 -1.681e-04   4.618e-05   1.702e-05  -6.121e-05  -2.529e-06   3.738e-05
 -1.253e-04   4.618e-05   1.444e-05  -2.740e-05  -3.134e-06   3.067e-05
 -1.690e-04   4.679e-05   1.702e-05  -6.344e-05   5.949e-08   2.492e-05
 -1.253e-04   4.679e-05   1.444e-05  -2.918e-05  -5.461e-07   2.011e-05
Element   902
 -1.656e-04   5.657e-05   2.475e-05  -2.350e-05  -3.310e-06   2.742e-05
 -1.437e-04   5.657e-05   2.105e-05  -2.894e-05  -4.104e-06   2.232e-05
 -1.650e-04   5.736e-05   2.475e-05  -2.499e-05   3.881e-07   1.878e-05
 -1.431e-04   5.736e-05   2.105e-05  -3.037e-05  -4.052e-07   1.481e-05
 -1.656e-04   5.112e-05   3.339e-05  -1.631e-06  -3.594e-06   2.686e-05
 -1.437e-04   5.112e-05   2.856e-05  -7.075e-06  -4.457e-06   2.177e-05
 -1.650e-04   5.198e-05   3.339e-05  -3.138e-06   1.242e-06   1.822e-05
 -1.431e-04   5.198e-05   2.856e-05  -8.513e-06   3.795e-07   1.427e-05
Element   903
 -1.638e-04   4.857e-05   3.827e-05  -1.834e-05  -3.837e-06   1.608e-05
 -1.418e-04   4.857e-05   3.273e-05  -1.987e-05  -4.676e-06   1.201e-05
 -1.630e-04   4.941e-05   3.827e-05  -1.895e-05   1.701e-06   1.140e-05
 -1.412e-04   4.941e-05   3.273e-05  -2.061e-05   8.612e-07   8.102e-06
 -1.638e-04   4.705e-05   4.295e-05   3.674e-06  -4.214e-06   1.524e-05
 -1.418e-04   4.705e-05   3.664e-05   2.151e-06  -4.921e-06   1.146e-05
 -1.630e-04   4.776e-05   4.295e-05   2.780e-06   2.100e-06   1.056e-05
 -1.412e-04   4.776e-05   3.664e-05   1.124e-06   1.392e-06   7.552e-06
Element   904
 -1.617e-04   4.591e-05   4.548e-05  -1.505e-05  -4.449e-06   7.926e-06
 -1.381e-04   4.591e-05   3.869e-05  -1.663e-05  -5.097e-06   4.942e-06
 -1.623e-04   4.656e-05   4.548e-05  -1.553e-05   2.344e-06   5.705e-06
 -1.387e-04   4.656e-05   3.869e-05  -1.714e-05   1.696e-06   3.255e-06
 -1.617e-04   4.433e-05   4.770e-05   8.598e-06  -4.715e-06   8.450e-06
 -1.381e-04   4.433e-05   4.037e-05   7.015e-06  -5.333e-06   5.561e-06
 -1.623e-04   4.495e-05   4.770e-05   8.021e-06   2.612e-06   6.230e-06
 -1.387e-04   4.495e-05   4.037e-05   6.409e-06   1.993e-06   3.875e-06
Element   905
 -1.622e-04   4.359e-05   4.910e-05  -1.051e-05  -5.007e-06   6.067e-06
 -1.363e-04   4.359e-05   4.136e-05  -1.094e-05  -5.614e-06   3.171e-06
 -1.634e-04   4.420e-05   4.910e-05  -1.085e-05   2.734e-06   4.468e-06
 -1.375e-04   4.420e-05   4.136e-05  -1.128e-05   2.126e-06   2.167e-06
 -1.622e-04   4.316e-05   5.070e-05   1.538e-05  -5.537e-06   7.249e-06
 -1.363e-04   4.316e-05   4.236e-05   1.495e-05  -6.145e-06   4.285e-06
 -1.634e-04   4.377e-05   5.070e-05   1.511e-05   2.799e-06   5.650e-06
 -1.375e-04   4.377e-05   4.236e-05   1.468e-05   2.191e-06   3.281e-06
Element   906
 -1.690e-04   4.341e-05   5.186e-05  -3.379e-06  -6.079e-06   7.278e-06
 -1.385e-04   4.341e-05   4.300e-05  -2.275e-06  -6.718e-06   3.696e-06
 -1.705e-04   4.405e-05   5.186e-05  -3.662e-06   2.779e-06   5.705e-06
 -1.398e-04   4.405e-05   4.300e-05  -2.471e-06   2.140e-06   2.952e-06
 -1.690e-04   4.451e-05   5.343e-05   2.713e-05  -7.028e-06   8.704e-06
 -1.385e-04   4.451e-05   4.374e-05   2.824e-05  -7.753e-06   4.932e-06
 -1.705e-04   4.524e-05   5.343e-05   2.704e-05   2.659e-06   7.130e-06
 -1.398e-04   4.524e-05   4.374e-05   2.823e-05   1.933e-06   4.188e-06
Element   907
 -1.855e-04   4.619e-05   5.464e-05   5.163e-06  -7.935e-06   9.469e-06
 -1.463e-04   4.619e-05   4.422e-05   8.653e-06  -8.752e-06   4.686e-06
 -1.868e-04   4.701e-05   5.464e-05   4.944e-06   2.491e-06   7.739e-06
 -1.474e-04   4.701e-05   4.422e-05   8.600e-06   1.673e-06   4.144e-06
 -1.855e-04   4.968e-05   5.637e-05   4.438e-05  -9.463e-06   1.082e-05
 -1.463e-04   4.968e-05   4.476e-05   4.787e-05  -1.045e-05   5.810e-06
 -1.868e-04   5.067e-05   5.637e-05   4.439e-05   2.151e-06   9.091e-06
 -1.474e-04   5.067e-05   4.476e-05   4.804e-05   1.168e-06   5.268e-06
Element   908
 -2.132e-04   5.338e-05   5.764e-05   1.118e-05  -1.077e-05   1.128e-05
 -1.609e-04   5.338e-05   4.503e-05   1.777e-05  -1.190e-05   5.238e-06
 -2.143e-04   5.450e-05   5.764e-05   1.097e-05   1.840e-06   9.528e-06
 -1.617e-04   5.450e-05   4.503e-05   1.778e-05   7.173e-07   5.036e-06
 -2.132e-04   5.997e-05   5.939e-05   6.354e-05  -1.283e-05   1.229e-05
 -1.609e-04   5.997e-05   4.523e-05   7.013e-05  -1.417e-05   6.088e-06
 -2.143e-04   6.131e-05   5.939e-05   6.349e-05   1.331e-06   1.054e-05
 -1.617e-04   6.131e-05   4.523e-05   7.030e-05  -8.133e-09   5.887e-06
Element   909
 -2.485e-04   6.542e-05   6.059e-05   7.248e-06  -1.435e-05   1.214e-05
 -1.812e-04   6.542e-05   4.525e-05   1.553e-05  -1.583e-05   5.492e-06
 -2.490e-04   6.690e-05   6.059e-05   6.876e-06   9.993e-07   1.060e-05
 -1.817e-04   6.690e-05   4.525e-05   1.534e-05  -4.850e-07   5.644e-06
 -2.485e-04   7.370e-05   6.213e-05   7.462e-05  -1.643e-05   1.257e-05
 -1.812e-04   7.370e-05   4.510e-05   8.290e-05  -1.809e-05   5.961e-06
 -2.490e-04   7.537e-05   6.213e-05   7.421e-05   6.039e-07   1.104e-05
 -1.817e-04   7.537e-05   4.510e-05   8.268e-05  -1.063e-06   6.113e-06
Element   910
 -2.802e-04   7.891e-05   6.309e-05  -1.290e-05  -1.762e-05   1.179e-05
 -1.991e-04   7.891e-05   4.493e-05  -6.953e-06  -1.936e-05   5.891e-06
 -2.799e-04   8.064e-05   6.309e-05  -1.370e-05   5.367e-07   1.069e-05
 -1.991e-04   8.064e-05   4.493e-05  -7.753e-06  -1.197e-06   6.195e-06
 -2.802e-04   8.486e-05   6.419e-05   6.819e-05  -1.881e-05   1.145e-05
 -1.991e-04   8.486e-05   4.463e-05   7.414e-05  -2.055e-05   5.839e-06
 -2.799e-04   8.659e-05   6.419e-05   6.711e-05   7.485e-07   1.035e-05
 -1.991e-04   8.659e-05   4.463e-05   7.306e-05  -9.874e-07   6.143e-06
Element   911
 -1.696e-04   1.262e-05   4.022e-06  -1.086e-04  -4.105e-07   1.518e-05
 -1.254e-04   1.262e-05   3.429e-06  -7.417e-05  -4.695e-07   1.285e-05
 -1.700e-04   1.268e-05   4.022e-06  -1.096e-04   1.822e-07   4.192e-06
 -1.255e-04   1.268e-05   3.429e-06  -7.498e-05   1.232e-07   3.480e-06
 -1.696e-04   4.709e-05   1.501e-05  -6.449e-05  -1.532e-06   1.564e-05
 -1.254e-04   4.709e-05   1.280e-05  -3.002e-05  -1.752e-06   1.299e-05
 -1.700e-04   4.731e-05   1.501e-05  -6.513e-05   6.800e-07   4.656e-06
 -1.255e-04   4.731e-05   1.280e-05  -3.050e-05   4.597e-07   3.618e-06
Element   912
 -1.647e-04   5.775e-05   2.202e-05  -2.569e-05  -2.130e-06   1.189e-05
 -1.429e-04   5.775e-05   1.881e-05  -3.105e-05  -2.403e-06   9.838e-06
 -1.646e-04   5.802e-05   2.202e-05  -2.610e-05   1.073e-06   3.729e-06
 -1.427e-04   5.802e-05   1.881e-05  -3.148e-05   8.005e-07   2.767e-06
 -1.647e-04   5.239e-05   3.018e-05  -3.841e-06  -2.643e-06   1.172e-05
 -1.429e-04   5.239e-05   2.588e-05  -9.197e-06  -2.898e-06   9.671e-06
 -1.646e-04   5.265e-05   3.018e-05  -4.255e-06   1.649e-06   3.560e-06
 -1.427e-04   5.265e-05   2.588e-05  -9.629e-06   1.395e-06   2.600e-06
Element   913
 -1.626e-04   4.981e-05   3.512e-05  -1.926e-05  -2.973e-06   7.761e-06
 -1.410e-04   4.981e-05   3.012e-05  -2.096e-05  -3.222e-06   6.067e-06
 -1.624e-04   5.006e-05   3.512e-05  -1.950e-05   2.029e-06   2.408e-06
 -1.409e-04   5.006e-05   3.012e-05  -2.120e-05   1.780e-06   1.562e-06
 -1.626e-04   4.811e-05   4.048e-05   2.342e-06  -3.360e-06   7.593e-06
 -1.410e-04   4.811e-05   3.463e-05   6.392e-07  -3.613e-06   5.967e-06
 -1.624e-04   4.836e-05   4.048e-05   2.039e-06   2.490e-06   2.240e-06
 -1.409e-04   4.836e-05   3.463e-05   3.405e-07   2.237e-06   1.462e-06
Element   914
 -1.625e-04   4.689e-05   4.358e-05  -1.575e-05  -3.633e-06   4.518e-06
 -1.390e-04   4.689e-05   3.718e-05  -1.738e-05  -3.877e-06   3.195e-06
 -1.625e-04   4.713e-05   4.358e-05  -1.586e-05   2.767e-06   1.383e-06
 -1.391e-04   4.713e-05   3.718e-05  -1.752e-05   2.523e-06   7.161e-07
 -1.625e-04   4.525e-05   4.672e-05   7.752e-06  -3.991e-06   4.562e-06
 -1.390e-04   4.525e-05   3.966e-05   6.119e-06  -4.209e-06   3.285e-06
 -1.625e-04   4.547e-05   4.672e-05   7.594e-06   3.066e-06   1.427e-06
 -1.391e-04   4.547e-05   3.966e-05   5.935e-06   2.848e-06   8.059e-07
Element   915
 -1.640e-04   4.450e-05   4.856e-05  -1.100e-05  -4.265e-06   3.006e-06
 -1.380e-04   4.450e-05   4.103e-05  -1.143e-05  -4.476e-06   1.793e-06
 -1.643e-04   4.471e-05   4.856e-05  -1.109e-05   3.258e-06   1.118e-06
 -1.383e-04   4.471e-05   4.103e-05  -1.151e-05   3.047e-06   5.217e-07
 -1.640e-04   4.407e-05   5.045e-05   1.498e-05  -4.655e-06   3.364e-06
 -1.380e-04   4.407e-05   4.231e-05   1.456e-05  -4.874e-06   2.134e-06
 -1.643e-04   4.429e-05   5.045e-05   1.492e-05   3.486e-06   1.475e-06
 -1.383e-04   4.429e-05   4.231e-05   1.450e-05   3.266e-06   8.630e-07
Element   916
 -1.712e-04   4.437e-05   5.164e-05  -3.775e-06  -5.005e-06   2.961e-06
 -1.404e-04   4.437e-05   4.300e-05  -2.543e-06  -5.238e-06   1.545e-06
 -1.716e-04   4.460e-05   5.164e-05  -3.801e-06   3.631e-06   1.586e-06
 -1.408e-04   4.460e-05   4.300e-05  -2.542e-06   3.398e-06   9.058e-07
 -1.712e-04   4.560e-05   5.301e-05   2.702e-05  -5.573e-06   3.422e-06
 -1.404e-04   4.560e-05   4.364e-05   2.825e-05  -5.833e-06   1.952e-06
 -1.716e-04   4.586e-05   5.301e-05   2.705e-05   3.799e-06   2.047e-06
 -1.408e-04   4.586e-05   4.364e-05   2.831e-05   3.539e-06   1.313e-06
Element   917
 -1.875e-04   4.742e-05   5.392e-05   4.873e-06  -6.077e-06   3.385e-06
 -1.479e-04   4.742e-05   4.394e-05   8.609e-06  -6.366e-06   1.579e-06
 -1.879e-04   4.771e-05   5.392e-05   4.900e-06   3.910e-06   2.279e-06
 -1.483e-04   4.771e-05   4.394e-05   8.688e-06   3.621e-06   1.422e-06
 -1.875e-04   5.115e-05   5.503e-05   4.443e-05  -6.888e-06   3.826e-06
 -1.479e-04   5.115e-05   4.409e-05   4.816e-05  -7.230e-06   1.951e-06
 -1.879e-04   5.149e-05   5.503e-05   4.452e-05   4.048e-06   2.721e-06
 -1.483e-04   5.149e-05   4.409e-05   4.831e-05   3.706e-06   1.793e-06
Element   918
 -2.147e-04   5.505e-05   5.575e-05   1.092e-05  -7.565e-06   3.766e-06
 -1.622e-04   5.505e-05   4.403e-05   1.783e-05  -7.950e-06   1.534e-06
 -2.151e-04   5.544e-05   5.575e-05   1.098e-05   4.148e-06   2.912e-06
 -1.624e-04   5.544e-05   4.403e-05   1.796e-05   3.763e-06   1.856e-06
 -2.147e-04   6.196e-05   5.660e-05   6.352e-05  -8.603e-06   4.098e-06
 -1.622e-04   6.196e-05   4.371e-05   7.043e-05  -9.055e-06   1.814e-06
 -2.151e-04   6.242e-05   5.660e-05   6.363e-05   4.286e-06   3.243e-06
 -1.624e-04   6.242e-05   4.371e-05   7.061e-05   3.834e-06   2.135e-06
Element   919
 -2.492e-04   6.763e-05   5.715e-05   6.739e-06  -9.376e-06   3.971e-06
 -1.819e-04   6.763e-05   4.335e-05   1.529e-05  -9.873e-06   1.503e-06
 -2.494e-04   6.812e-05   5.715e-05   6.737e-06   4.419e-06   3.340e-06
 -1.820e-04   6.812e-05   4.335e-05   1.535e-05   3.921e-06   2.169e-06
 -2.492e-04   7.618e-05   5.778e-05   7.406e-05  -1.045e-05   4.127e-06
 -1.819e-04   7.618e-05   4.269e-05   8.262e-05  -1.100e-05   1.660e-06
 -2.494e-04   7.673e-05   5.778e-05   7.406e-05   4.642e-06   3.495e-06
 -1.820e-04   7.673e-05   4.269e-05   8.267e-05   4.088e-06   2.325e-06
Element   920
 -2.797e-04   8.149e-05   5.819e-05  -1.406e-05  -1.112e-05   3.966e-06
 -1.991e-04   8.149e-05   4.219e-05  -8.114e-06  -1.169e-05   1.700e-06
 -2.796e-04   8.206e-05   5.819e-05  -1.425e-05   4.879e-06   3.469e-06
 -1.990e-04   8.206e-05   4.219e-05  -8.300e-06   4.304e-06   2.374e-06
 -2.797e-04   8.744e-05   5.869e-05   6.661e-05  -1.186e-05   3.874e-06
 -1.991e-04   8.744e-05   4.152e-05   7.256e-05  -1.244e-05   1.684e-06
 -2.796e-04   8.802e-05   5.869e-05   6.635e-05   5.304e-06   3.377e-06
 -1.990e-04   8.802e-05   4.152e-05   7.230e-05   4.727e-06   2.359e-06
Element   921
 -1.700e-04   1.268e-05   4.022e-06  -1.096e-04  -1.822e-07  -4.192e-06
 -1.255e-04   1.268e-05   3.429e-06  -7.498e-05  -1.232e-07  -3.480e-06
 -1.696e-04   1.262e-05   4.022e-06  -1.086e-04   4.105e-07  -1.518e-05
 -1.254e-04   1.262e-05   3.429e-06  -7.417e-05   4.695e-07  -1.285e-05
 -1.700e-04   4.731e-05   1.501e-05  -6.513e-05  -6.800e-07  -4.656e-06
 -1.255e-04   4.731e-05   1.280e-05  -3.050e-05  -4.597e-07  -3.618e-06
 -1.696e-04   4.709e-05   1.501e-05  -6.449e-05   1.532e-06  -1.564e-05
 -1.254e-04   4.709e-05   1.280e-05  -3.002e-05   1.752e-06  -1.299e-05
Element   922
 -1.646e-04   5.802e-05   2.202e-05  -2.610e-05  -1.073e-06  -3.729e-06
 -1.427e-04   5.802e-05   1.881e-05  -3.148e-05  -8.005e-07  -2.767e-06
 -1.647e-04   5.775e-05   2.202e-05  -2.569e-05   2.130e-06  -1.189e-05
 -1.429e-04   5.775e-05   1.881e-05  -3.105e-05   2.403e-06  -9.838e-06
 -1.646e-04   5.265e-05   3.018e-05  -4.255e-06  -1.649e-06  -3.560e-06
 -1.427e-04   5.265e-05   2.588e-05  -9.629e-06  -1.395e-06  -2.600e-06
 -1.647e-04   5.239e-05   3.018e-05  -3.841e-06   2.643e-06  -1.172e-05
 -1.429e-04   5.239e-05   2.588e-05  -9.197e-06   2.898e-06  -9.671e-06
Element   923
 -1.624e-04   5.006e-05   3.512e-05  -1.950e-05  -2.029e-06  -2.408e-06
 -1.409e-04   5.006e-05   3.012e-05  -2.120e-05  -1.780e-06  -1.562e-06
 -1.626e-04   4.981e-05   3.512e-05  -1.926e-05   2.973e-06  -7.761e-06
 -1.410e-04   4.981e-05   3.012e-05  -2.096e-05   3.222e-06  -6.067e-06
 -1.624e-04   4.836e-05   4.048e-05   2.039e-06  -2.490e-06  -2.240e-06
 -1.409e-04   4.836e-05   3.463e-05   3.405e-07  -2.237e-06  -1.462e-06
 -1.626e-04   4.811e-05   4.048e-05   2.342e-06   3.360e-06  -7.593e-06
 -1.410e-04   4.811e-05   3.463e-05   6.392e-07   3.613e-06  -5.967e-06
Element   924
 -1.625e-04   4.713e-05   4.358e-05  -1.586e-05  -2.767e-06  -1.383e-06
 -1.391e-04   4.713e-05   3.718e-05  -1.752e-05  -2.523e-06  -7.161e-07
 -1.625e-04   4.689e-05   4.358e-05  -1.575e-05   3.633e-06  -4.518e-06
 -1.390e-04   4.689e-05   3.718e-05  -1.738e-05   3.877e-06  -3.195e-06
 -1.625e-04   4.547e-05   4.672e-05   7.594e-06  -3.066e-06  -1.427e-06
 -1.391e-04   4.547e-05   3.966e-05   5.935e-06  -2.848e-06  -8.059e-07
 -1.625e-04   4.525e-05   4.672e-05   7.752e-06   3.991e-06  -4.562e-06
 -1.390e-04   4.525e-05   3.966e-05   6.119e-06   4.209e-06  -3.285e-06
Element   925
 -1.643e-04   4.471e-05   4.856e-05  -1.109e-05  -3.258e-06  -1.118e-06
 -1.383e-04   4.471e-05   4.103e-05  -1.151e-05  -3.047e-06  -5.217e-07
 -1.640e-04   4.450e-05   4.856e-05  -1.100e-05   4.265e-06  -3.006e-06
 -1.380e-04   4.450e-05   4.103e-05  -1.143e-05   4.476e-06  -1.793e-06
 -1.643e-04   4.429e-05   5.045e-05   1.492e-05  -3.486e-06  -1.475e-06
 -1.383e-04   4.429e-05   4.231e-05   1.450e-05  -3.266e-06  -8.630e-07
 -1.640e-04   4.407e-05   5.045e-05   1.498e-05   4.655e-06  -3.364e-06
 -1.380e-04   4.407e-05   4.231e-05   1.456e-05   4.874e-06  -2.134e-06
Element   926
 -1.716e-04   4.460e-05   5.164e-05  -3.801e-06  -3.631e-06  -1.586e-06
 -1.408e-04   4.460e-05   4.300e-05  -2.542e-06  -3.398e-06  -9.058e-07
 -1.712e-04   4.437e-05   5.164e-05  -3.775e-06   5.005e-06  -2.961e-06
 -1.404e-04   4.437e-05   4.300e-05  -2.543e-06   5.238e-06  -1.545e-06
 -1.716e-04   4.586e-05   5.301e-05   2.705e-05  -3.799e-06  -2.047e-06
 -1.408e-04   4.586e-05   4.364e-05   2.831e-05  -3.539e-06  -1.313e-06
 -1.712e-04   4.560e-05   5.301e-05   2.702e-05   5.573e-06  -3.422e-06
 -1.404e-04   4.560e-05   4.364e-05   2.825e-05   5.833e-06  -1.952e-06
Element   927
 -1.879e-04   4.771e-05   5.392e-05   4.900e-06  -3.910e-06  -2.279e-06
 -1.483e-04   4.771e-05   4.394e-05   8.688e-06  -3.621e-06  -1.422e-06
 -1.875e-04   4.742e-05   5.392e-05   4.873e-06   6.077e-06  -3.385e-06
 -1.479e-04   4.742e-05   4.394e-05   8.609e-06   6.366e-06  -1.579e-06
 -1.879e-04   5.149e-05   5.503e-05   4.452e-05  -4.048e-06  -2.721e-06
 -1.483e-04   5.149e-05   4.409e-05   4.831e-05  -3.706e-06  -1.793e-06
