
 Node          U1          U2          U3
 -9.811e-05   2.127e-05   2.776e-05  -1.274e-04   2.325e-06  -1.875e-06
 -2.494e-05   2.127e-05   6.197e-06  -1.300e-04   2.353e-06   2.722e-06
 -9.935e-05   1.871e-05   2.597e-05  -5.855e-05  -1.619e-05  -4.892e-06
 -2.643e-05   1.871e-05   6.025e-06  -6.114e-05  -1.616e-05   1.056e-06
 -9.811e-05   1.868e-05   2.597e-05  -5.424e-05   3.761e-06  -3.108e-06
 -2.494e-05   1.868e-05   6.025e-06  -5.683e-05   3.787e-06   1.228e-06
Element   175
 -8.444e-05   1.726e-05   2.451e-05  -1.286e-04  -1.425e-05  -7.805e-06
 -2.269e-05   1.726e-05   5.801e-06  -1.300e-04  -1.420e-05  -8.900e-07
 -8.342e-05   1.721e-05   2.451e-05  -1.222e-04   4.459e-06  -5.603e-06
 -2.156e-05   1.721e-05   5.801e-06  -1.237e-04   4.507e-06  -4.510e-07
 -8.444e-05   1.590e-05   2.231e-05  -6.685e-05  -1.202e-05  -8.824e-06
 -2.269e-05   1.590e-05   5.362e-06  -6.821e-05  -1.191e-05  -2.015e-06
 -8.342e-05   1.579e-05   2.231e-05  -6.039e-05   4.931e-06  -6.621e-06
 -2.156e-05   1.579e-05   5.362e-06  -6.181e-05   5.042e-06  -1.576e-06
Element   176
 -7.003e-05   1.519e-05   2.063e-05  -1.248e-04  -1.056e-05  -1.053e-05
 -2.019e-05   1.519e-05   5.017e-06  -1.254e-04  -1.037e-05  -3.039e-06
 -6.891e-05   1.500e-05   2.063e-05  -1.171e-04   5.050e-06  -8.133e-06
 -1.904e-05   1.500e-05   5.017e-06  -1.178e-04   5.239e-06  -2.535e-06
 -7.003e-05   1.462e-05   1.824e-05  -7.499e-05  -8.821e-06  -1.165e-05
 -2.019e-05   1.462e-05   4.513e-06  -7.556e-05  -8.480e-06  -4.187e-06
 -6.891e-05   1.428e-05   1.824e-05  -6.723e-05   4.903e-06  -9.253e-06
 -1.904e-05   1.428e-05   4.513e-06  -6.796e-05   5.244e-06  -3.683e-06
Element   177
 -5.640e-05   1.441e-05   1.654e-05  -1.223e-04  -7.660e-06  -1.154e-05
 -1.952e-05   1.441e-05   4.232e-06  -1.223e-04  -7.206e-06  -3.708e-06
 -5.501e-05   1.395e-05   1.654e-05  -1.137e-04   4.649e-06  -9.300e-06
 -1.800e-05   1.395e-05   4.232e-06  -1.139e-04   5.102e-06  -3.445e-06
 -5.640e-05   1.440e-05   1.430e-05  -8.542e-05  -6.229e-06  -1.293e-05
 -1.952e-05   1.440e-05   3.969e-06  -8.543e-05  -5.620e-06  -5.231e-06
 -5.501e-05   1.379e-05   1.430e-05  -7.673e-05   4.101e-06  -1.069e-05
 -1.800e-05   1.379e-05   3.969e-06  -7.690e-05   4.710e-06  -4.968e-06
Element   178
 -4.239e-05   1.314e-05   1.294e-05  -1.207e-04  -5.248e-06  -1.047e-05
 -2.070e-05   1.314e-05   4.126e-06  -1.241e-04  -4.623e-06  -2.862e-06
 -4.095e-05   1.251e-05   1.294e-05  -1.115e-04   3.563e-06  -8.990e-06
 -1.891e-05   1.251e-05   4.126e-06  -1.149e-04   4.188e-06  -3.552e-06
 -4.239e-05   9.696e-06   1.145e-05  -9.897e-05  -3.999e-06  -1.191e-05
 -2.070e-05   9.696e-06   4.815e-06  -1.024e-04  -3.486e-06  -4.647e-06
 -4.095e-05   9.183e-06   1.145e-05  -8.950e-05   2.641e-06  -1.043e-05
 -1.891e-05   9.183e-06   4.815e-06  -9.283e-05   3.153e-06  -5.337e-06
Element   179
 -2.327e-05   2.848e-06   1.094e-05  -1.096e-04  -3.209e-06  -7.051e-06
 -1.321e-05   2.848e-06   5.754e-06  -1.249e-04  -3.262e-06  -1.910e-06
 -2.256e-05   2.901e-06   1.094e-05  -1.012e-04   1.977e-06  -7.126e-06
 -1.183e-05   2.901e-06   5.754e-06  -1.150e-04   1.924e-06  -3.786e-06
 -2.327e-05  -1.242e-05   1.102e-05  -9.954e-05  -2.299e-06  -7.761e-06
 -1.321e-05  -1.242e-05   7.630e-06  -1.148e-04  -3.786e-06  -3.298e-06
 -2.256e-05  -1.093e-05   1.102e-05  -9.043e-05   1.086e-06  -7.836e-06
 -1.183e-05  -1.093e-05   7.630e-06  -1.043e-04  -4.012e-07  -5.174e-06
Element   180
 -1.496e-06  -2.393e-05   1.158e-05  -5.963e-05  -1.497e-07  -1.859e-06
  7.851e-06  -2.393e-05   1.002e-05  -7.582e-05  -2.532e-06   1.019e-06
 -1.875e-06  -2.155e-05   1.158e-05  -5.562e-05   1.410e-06  -3.322e-06
  7.531e-06  -2.155e-05   1.002e-05  -7.080e-05  -9.724e-07  -3.631e-06
 -1.496e-06  -4.012e-05   1.304e-05  -5.028e-05   4.813e-06  -1.480e-06
  7.851e-06  -4.012e-05   1.467e-05  -6.647e-05   1.419e-06   1.339e-06
 -1.875e-06  -3.673e-05   1.304e-05  -4.621e-05   3.186e-06  -2.943e-06
  7.531e-06  -3.673e-05   1.467e-05  -6.139e-05  -2.079e-07  -3.311e-06
Element   181
 -1.443e-04   6.053e-05   2.876e-05  -5.159e-05  -2.914e-05   3.701e-06
 -6.690e-05   6.053e-05   6.391e-06  -5.648e-05  -3.068e-05   1.583e-06
 -1.439e-04   6.207e-05   2.876e-05  -5.478e-05  -6.772e-06   4.522e-06
 -6.690e-05   6.207e-05   6.391e-06  -6.014e-05  -8.307e-06   3.024e-06
 -1.443e-04   5.564e-05   2.794e-05   2.579e-05  -2.822e-05   3.286e-06
 -6.690e-05   5.564e-05   4.950e-06   2.089e-05  -2.929e-05   1.581e-06
 -1.439e-04   5.671e-05   2.794e-05   2.218e-05  -5.234e-06   4.107e-06
 -6.690e-05   5.671e-05   4.950e-06   1.682e-05  -6.301e-06   3.022e-06
Element   182
 -1.311e-04   4.988e-05   2.743e-05  -1.056e-04  -2.690e-05   3.772e-06
 -4.859e-05   4.988e-05   4.339e-06  -1.165e-04  -2.764e-05   5.032e-06
 -1.299e-04   5.062e-05   2.743e-05  -1.085e-04  -3.805e-06   4.333e-06
 -4.762e-05   5.062e-05   4.339e-06  -1.197e-04  -4.547e-06   5.258e-06
 -1.311e-04   3.903e-05   2.687e-05  -2.317e-05  -2.420e-05   2.652e-06
 -4.859e-05   3.903e-05   4.113e-06  -3.402e-05  -2.452e-05   4.067e-06
 -1.299e-04   3.935e-05   2.687e-05  -2.616e-05  -1.439e-06   3.213e-06
 -4.762e-05   3.935e-05   4.113e-06  -3.743e-05  -1.760e-06   4.293e-06
Element   183
 -1.131e-04   3.233e-05   2.637e-05  -1.281e-04  -2.216e-05   1.232e-06
 -2.974e-05   3.233e-05   4.077e-06  -1.355e-04  -2.228e-05   4.684e-06
 -1.117e-04   3.245e-05   2.637e-05  -1.293e-04   1.282e-07   2.059e-06
 -2.831e-05   3.245e-05   4.077e-06  -1.369e-04   1.046e-08   4.555e-06
 -1.131e-04   2.490e-05   2.554e-05  -4.469e-05  -1.929e-05  -1.827e-07
 -2.974e-05   2.490e-05   4.206e-06  -5.213e-05  -1.927e-05   3.252e-06
 -1.117e-04   2.489e-05   2.554e-05  -4.591e-05   2.045e-06   6.439e-07
 -2.831e-05   2.489e-05   4.206e-06  -5.347e-05   2.059e-06   3.123e-06
Element   184
 -9.719e-05   2.123e-05   2.475e-05  -1.257e-04  -1.733e-05  -2.531e-06
 -2.392e-05   2.123e-05   4.265e-06  -1.283e-04  -1.726e-05   2.301e-06
 -9.589e-05   2.117e-05   2.475e-05  -1.251e-04   3.154e-06  -1.193e-06
 -2.264e-05   2.117e-05   4.265e-06  -1.277e-04   3.218e-06   2.268e-06
 -9.719e-05   1.865e-05   2.341e-05  -5.245e-05  -1.484e-05  -3.828e-06
 -2.392e-05   1.865e-05   4.298e-06  -5.504e-05  -1.477e-05   1.016e-06
 -9.589e-05   1.857e-05   2.341e-05  -5.189e-05   4.266e-06  -2.489e-06
 -2.264e-05   1.857e-05   4.298e-06  -5.448e-05   4.336e-06   9.828e-07
Element   185
 -8.266e-05   1.717e-05   2.226e-05  -1.192e-04  -1.322e-05  -6.042e-06
 -2.077e-05   1.717e-05   4.237e-06  -1.207e-04  -1.314e-05  -3.657e-07
 -8.159e-05   1.709e-05   2.226e-05  -1.173e-04   4.801e-06  -4.242e-06
 -1.976e-05   1.709e-05   4.237e-06  -1.188e-04   4.880e-06  -1.671e-07
 -8.266e-05   1.571e-05   2.046e-05  -5.735e-05  -1.127e-05  -7.112e-06
 -2.077e-05   1.571e-05   4.039e-06  -5.880e-05  -1.117e-05  -1.385e-06
 -8.159e-05   1.562e-05   2.046e-05  -5.551e-05   5.152e-06  -5.312e-06
 -1.976e-05   1.562e-05   4.039e-06  -5.698e-05   5.247e-06  -1.186e-06
Element   186
 -6.818e-05   1.489e-05   1.906e-05  -1.133e-04  -9.975e-06  -8.412e-06
 -1.832e-05   1.489e-05   3.870e-06  -1.141e-04  -9.855e-06  -2.144e-06
 -6.729e-05   1.477e-05   1.906e-05  -1.106e-04   5.220e-06  -6.404e-06
 -1.748e-05   1.477e-05   3.870e-06  -1.115e-04   5.340e-06  -1.881e-06
 -6.818e-05   1.409e-05   1.706e-05  -6.343e-05  -8.394e-06  -9.301e-06
 -1.832e-05   1.409e-05   3.606e-06  -6.423e-05  -8.223e-06  -2.984e-06
 -6.729e-05   1.392e-05   1.706e-05  -6.080e-05   5.055e-06  -7.292e-06
 -1.748e-05   1.392e-05   3.606e-06  -6.165e-05   5.226e-06  -2.721e-06
Element   187
 -5.424e-05   1.371e-05   1.566e-05  -1.095e-04  -7.310e-06  -9.143e-06
 -1.719e-05   1.371e-05   3.526e-06  -1.097e-04  -7.102e-06  -2.526e-06
 -5.354e-05   1.350e-05   1.566e-05  -1.064e-04   4.828e-06  -7.352e-06
 -1.651e-05   1.350e-05   3.526e-06  -1.067e-04   5.037e-06  -2.570e-06
 -5.424e-05   1.347e-05   1.387e-05  -7.243e-05  -5.931e-06  -9.843e-06
 -1.719e-05   1.347e-05   3.570e-06  -7.267e-05  -5.671e-06  -3.207e-06
 -5.354e-05   1.321e-05   1.387e-05  -6.937e-05   4.372e-06  -8.052e-06
 -1.651e-05   1.321e-05   3.570e-06  -6.966e-05   4.633e-06  -3.251e-06
Element   188
 -4.028e-05   1.220e-05   1.283e-05  -1.071e-04  -4.960e-06  -8.055e-06
 -1.810e-05   1.220e-05   3.857e-06  -1.103e-04  -4.725e-06  -1.593e-06
 -3.988e-05   1.196e-05   1.283e-05  -1.041e-04   4.018e-06  -7.007e-06
 -1.765e-05   1.196e-05   3.857e-06  -1.072e-04   4.253e-06  -2.331e-06
 -4.028e-05   8.954e-06   1.179e-05  -8.492e-05  -3.684e-06  -8.454e-06
 -1.810e-05   8.954e-06   4.595e-06  -8.816e-05  -3.572e-06  -2.033e-06
 -3.988e-05   8.842e-06   1.179e-05  -8.187e-05   3.507e-06  -7.406e-06
 -1.765e-05   8.842e-06   4.595e-06  -8.499e-05   3.620e-06  -2.771e-06
Element   189
 -2.229e-05   2.929e-06   1.142e-05  -9.731e-05  -2.814e-06  -5.490e-06
 -1.132e-05   2.929e-06   5.419e-06  -1.105e-04  -2.835e-06  -2.006e-07
 -2.225e-05   2.949e-06   1.142e-05  -9.521e-05   3.184e-06  -5.529e-06
 -1.132e-05   2.949e-06   5.419e-06  -1.082e-04   3.163e-06  -1.713e-06
 -2.229e-05  -1.029e-05   1.146e-05  -8.634e-05  -1.713e-06  -5.524e-06
 -1.132e-05  -1.029e-05   6.932e-06  -9.956e-05  -1.976e-06  -2.009e-07
 -2.225e-05  -1.003e-05   1.146e-05  -8.428e-05   2.811e-06  -5.564e-06
 -1.132e-05  -1.003e-05   6.932e-06  -9.725e-05   2.548e-06  -1.714e-06
Element   190
 -2.144e-06  -2.045e-05   1.194e-05  -5.396e-05  -1.361e-06  -1.730e-06
  7.381e-06  -2.045e-05   8.155e-06  -6.850e-05  -1.983e-06   6.330e-07
 -2.501e-06  -1.983e-05   1.194e-05  -5.345e-05   2.420e-06  -3.002e-06
  7.294e-06  -1.983e-05   8.155e-06  -6.724e-05   1.798e-06  -1.196e-06
 -2.144e-06  -3.499e-05   1.321e-05  -4.443e-05  -1.498e-06  -1.373e-06
  7.381e-06  -3.499e-05   9.984e-06  -5.897e-05  -2.862e-06   7.210e-07
 -2.501e-06  -3.362e-05   1.321e-05  -4.365e-05   1.725e-06  -2.645e-06
  7.294e-06  -3.362e-05   9.984e-06  -5.745e-05   3.625e-07  -1.108e-06
Element   191
 -1.437e-04   6.276e-05   2.708e-05  -5.628e-05  -1.656e-05   8.418e-07
 -6.691e-05   6.276e-05   6.652e-06  -6.184e-05  -1.691e-05  -3.287e-07
 -1.435e-04   6.311e-05   2.708e-05  -5.719e-05   3.868e-06   1.896e-06
 -6.696e-05   6.311e-05   6.652e-06  -6.284e-05   3.515e-06   1.504e-06
 -1.437e-04   5.719e-05   2.602e-05   2.046e-05  -1.660e-05   7.069e-07
 -6.691e-05   5.719e-05   4.820e-06   1.490e-05  -1.686e-05  -2.839e-07
 -1.435e-04   5.746e-05   2.602e-05   1.937e-05   4.605e-06   1.761e-06
 -6.696e-05   5.746e-05   4.820e-06   1.372e-05   4.340e-06   1.548e-06
Element   192
 -1.294e-04   5.096e-05   2.540e-05  -1.099e-04  -1.629e-05   1.064e-06
 -4.717e-05   5.096e-05   3.932e-06  -1.213e-04  -1.649e-05   1.325e-06
 -1.290e-04   5.116e-05   2.540e-05  -1.108e-04   5.174e-06   1.719e-06
 -4.690e-05   5.116e-05   3.932e-06  -1.224e-04   4.976e-06   1.918e-06
 -1.294e-04   3.950e-05   2.474e-05  -2.765e-05  -1.542e-05   6.838e-07
 -4.717e-05   3.950e-05   3.338e-06  -3.911e-05  -1.551e-05   1.052e-06
 -1.290e-04   3.960e-05   2.474e-05  -2.873e-05   5.989e-06   1.338e-06
 -4.690e-05   3.960e-05   3.338e-06  -4.029e-05   5.891e-06   1.646e-06
Element   193
 -1.110e-04   3.251e-05   2.424e-05  -1.300e-04  -1.465e-05   2.555e-07
 -2.762e-05   3.251e-05   3.116e-06  -1.376e-04  -1.470e-05   1.577e-06
 -1.105e-04   3.256e-05   2.424e-05  -1.305e-04   6.469e-06   9.842e-07
 -2.715e-05   3.256e-05   3.116e-06  -1.382e-04   6.424e-06   1.589e-06
 -1.110e-04   2.488e-05   2.351e-05  -4.658e-05  -1.344e-05  -2.571e-07
 -2.762e-05   2.488e-05   3.105e-06  -5.421e-05  -1.343e-05   1.111e-06
 -1.105e-04   2.488e-05   2.351e-05  -4.720e-05   6.965e-06   4.716e-07
 -2.715e-05   2.488e-05   3.105e-06  -5.488e-05   6.968e-06   1.123e-06
Element   194
 -9.523e-05   2.114e-05   2.284e-05  -1.249e-04  -1.253e-05  -1.147e-06
 -2.200e-05   2.114e-05   3.133e-06  -1.275e-04  -1.251e-05   9.072e-07
 -9.473e-05   2.112e-05   2.284e-05  -1.250e-04   7.171e-06  -3.874e-08
 -2.153e-05   2.112e-05   3.133e-06  -1.276e-04   7.193e-06   8.179e-07
 -9.523e-05   1.854e-05   2.173e-05  -5.171e-05  -1.127e-05  -1.649e-06
 -2.200e-05   1.854e-05   3.222e-06  -5.431e-05  -1.124e-05   4.403e-07
 -9.473e-05   1.851e-05   2.173e-05  -5.179e-05   7.237e-06  -5.412e-07
 -2.153e-05   1.851e-05   3.222e-06  -5.439e-05   7.263e-06   3.511e-07
Element   195
 -8.104e-05   1.705e-05   2.076e-05  -1.165e-04  -1.037e-05  -2.553e-06
 -1.924e-05   1.705e-05   3.241e-06  -1.180e-04  -1.034e-05  -4.731e-08
 -8.062e-05   1.702e-05   2.076e-05  -1.162e-04   7.150e-06  -1.031e-06
 -1.885e-05   1.702e-05   3.241e-06  -1.176e-04   7.179e-06  -8.538e-09
 -8.104e-05   1.557e-05   1.924e-05  -5.472e-05  -9.193e-06  -2.973e-06
 -1.924e-05   1.557e-05   3.202e-06  -5.619e-05  -9.160e-06  -4.349e-07
 -8.062e-05   1.554e-05   1.924e-05  -5.438e-05   6.847e-06  -1.450e-06
 -1.885e-05   1.554e-05   3.202e-06  -5.586e-05   6.880e-06  -3.961e-07
Element   196
 -6.685e-05   1.471e-05   1.806e-05  -1.094e-04  -8.355e-06  -3.479e-06
 -1.706e-05   1.471e-05   3.176e-06  -1.103e-04  -8.315e-06  -6.758e-07
 -6.653e-05   1.467e-05   1.806e-05  -1.088e-04   6.533e-06  -1.784e-06
 -1.677e-05   1.467e-05   3.176e-06  -1.097e-04   6.573e-06  -6.421e-07
 -6.685e-05   1.384e-05   1.637e-05  -5.962e-05  -7.247e-06  -3.798e-06
 -1.706e-05   1.384e-05   3.142e-06  -6.050e-05  -7.192e-06  -9.652e-07
 -6.653e-05   1.378e-05   1.637e-05  -5.902e-05   5.980e-06  -2.103e-06
 -1.677e-05   1.378e-05   3.142e-06  -5.991e-05   6.035e-06  -9.315e-07
Element   197
 -5.321e-05   1.340e-05   1.522e-05  -1.050e-04  -6.449e-06  -3.640e-06
 -1.620e-05   1.340e-05   3.243e-06  -1.053e-04  -6.388e-06  -6.673e-07
 -5.301e-05   1.334e-05   1.522e-05  -1.043e-04   5.530e-06  -2.199e-06
 -1.602e-05   1.334e-05   3.243e-06  -1.046e-04   5.591e-06  -9.768e-07
 -5.321e-05   1.309e-05   1.378e-05  -6.799e-05  -5.377e-06  -3.839e-06
 -1.620e-05   1.309e-05   3.552e-06  -6.830e-05  -5.313e-06  -8.449e-07
 -5.301e-05   1.303e-05   1.378e-05  -6.728e-05   4.852e-06  -2.399e-06
 -1.602e-05   1.303e-05   3.552e-06  -6.759e-05   4.916e-06  -1.154e-06
Element   198
 -3.971e-05   1.185e-05   1.298e-05  -1.028e-04  -4.602e-06  -3.011e-06
 -1.748e-05   1.185e-05   4.006e-06  -1.058e-04  -4.537e-06  -7.619e-08
 -3.964e-05   1.179e-05   1.298e-05  -1.021e-04   4.366e-06  -2.249e-06
 -1.744e-05   1.179e-05   4.006e-06  -1.052e-04   4.432e-06  -1.007e-06
 -3.971e-05   8.776e-06   1.221e-05  -8.052e-05  -3.558e-06  -3.081e-06
 -1.748e-05   8.776e-06   4.937e-06  -8.360e-05  -3.492e-06  -1.181e-07
 -3.964e-05   8.711e-06   1.221e-05  -7.990e-05   3.718e-06  -2.318e-06
 -1.744e-05   8.711e-06   4.937e-06  -8.298e-05   3.783e-06  -1.049e-06
Element   199
 -2.226e-05   2.938e-06   1.200e-05  -9.433e-05  -2.884e-06  -1.798e-06
 -1.132e-05   2.938e-06   5.817e-06  -1.072e-04  -2.832e-06   6.105e-07
 -2.230e-05   2.886e-06   1.200e-05  -9.401e-05   3.301e-06  -1.981e-06
 -1.134e-05   2.886e-06   5.817e-06  -1.068e-04   3.352e-06  -8.607e-07
 -2.226e-05  -9.936e-06   1.218e-05  -8.339e-05  -2.088e-06  -1.751e-06
 -1.132e-05  -9.936e-06   7.288e-06  -9.627e-05  -2.073e-06   6.269e-07
 -2.230e-05  -9.950e-06   1.218e-05  -8.305e-05   2.809e-06  -1.934e-06
 -1.134e-05  -9.950e-06   7.288e-06  -9.589e-05   2.823e-06  -8.443e-07
Element   200
 -2.675e-06  -1.961e-05   1.274e-05  -5.326e-05  -1.834e-06  -1.196e-07
  7.226e-06  -1.961e-05   8.443e-06  -6.682e-05  -1.801e-06   9.600e-07
 -2.792e-06  -1.964e-05   1.274e-05  -5.328e-05   2.463e-06  -1.453e-06
  7.130e-06  -1.964e-05   8.443e-06  -6.692e-05   2.495e-06  -7.250e-07
 -2.675e-06  -3.317e-05   1.407e-05  -4.336e-05  -1.936e-06  -2.275e-09
  7.226e-06  -3.317e-05   1.013e-05  -5.692e-05  -1.819e-06   1.056e-06
 -2.792e-06  -3.328e-05   1.407e-05  -4.336e-05   2.009e-06  -1.336e-06
  7.130e-06  -3.328e-05   1.013e-05  -5.700e-05   2.126e-06  -6.292e-07
Element   201
 -1.435e-04   6.311e-05   2.708e-05  -5.719e-05  -3.868e-06  -1.896e-06
 -6.696e-05   6.311e-05   6.652e-06  -6.284e-05  -3.515e-06  -1.504e-06
 -1.437e-04   6.276e-05   2.708e-05  -5.628e-05   1.656e-05  -8.418e-07
 -6.691e-05   6.276e-05   6.652e-06  -6.184e-05   1.691e-05   3.287e-07
 -1.435e-04   5.746e-05   2.602e-05   1.937e-05  -4.605e-06  -1.761e-06
 -6.696e-05   5.746e-05   4.820e-06   1.372e-05  -4.340e-06  -1.548e-06
 -1.437e-04   5.719e-05   2.602e-05   2.046e-05   1.660e-05  -7.069e-07
 -6.691e-05   5.719e-05   4.820e-06   1.490e-05   1.686e-05   2.839e-07
Element   202
 -1.290e-04   5.116e-05   2.540e-05  -1.108e-04  -5.174e-06  -1.719e-06
 -4.690e-05   5.116e-05   3.932e-06  -1.224e-04  -4.976e-06  -1.918e-06
 -1.294e-04   5.096e-05   2.540e-05  -1.099e-04   1.629e-05  -1.064e-06
 -4.717e-05   5.096e-05   3.932e-06  -1.213e-04   1.649e-05  -1.325e-06
 -1.290e-04   3.960e-05   2.474e-05  -2.873e-05  -5.989e-06  -1.338e-06
 -4.690e-05   3.960e-05   3.338e-06  -4.029e-05  -5.891e-06  -1.646e-06
 -1.294e-04   3.950e-05   2.474e-05  -2.765e-05   1.542e-05  -6.838e-07
 -4.717e-05   3.950e-05   3.338e-06  -3.911e-05   1.551e-05  -1.052e-06
Element   203
 -1.105e-04   3.256e-05   2.424e-05  -1.305e-04  -6.469e-06  -9.842e-07
 -2.715e-05   3.256e-05   3.116e-06  -1.382e-04  -6.424e-06  -1.589e-06
 -1.110e-04   3.251e-05   2.424e-05  -1.300e-04   1.465e-05  -2.555e-07
 -2.762e-05   3.251e-05   3.116e-06  -1.376e-04   1.470e-05  -1.577e-06
 -1.105e-04   2.488e-05   2.351e-05  -4.720e-05  -6.965e-06  -4.716e-07
 -2.715e-05   2.488e-05   3.105e-06  -5.488e-05  -6.968e-06  -1.123e-06
 -1.110e-04   2.488e-05   2.351e-05  -4.658e-05   1.344e-05   2.571e-07
 -2.762e-05   2.488e-05   3.105e-06  -5.421e-05   1.343e-05  -1.111e-06
Element   204
 -9.473e-05   2.112e-05   2.284e-05  -1.250e-04  -7.171e-06   3.874e-08
 -2.153e-05   2.112e-05   3.133e-06  -1.276e-04  -7.193e-06  -8.179e-07
 -9.523e-05   2.114e-05   2.284e-05  -1.249e-04   1.253e-05   1.147e-06
 -2.200e-05   2.114e-05   3.133e-06  -1.275e-04   1.251e-05  -9.072e-07
 -9.473e-05   1.851e-05   2.173e-05  -5.179e-05  -7.237e-06   5.412e-07
 -2.153e-05   1.851e-05   3.222e-06  -5.439e-05  -7.263e-06  -3.511e-07
 -9.523e-05   1.854e-05   2.173e-05  -5.171e-05   1.127e-05   1.649e-06
 -2.200e-05   1.854e-05   3.222e-06  -5.431e-05   1.124e-05  -4.403e-07
Element   205
 -8.062e-05   1.702e-05   2.076e-05  -1.162e-04  -7.150e-06   1.031e-06
 -1.885e-05   1.702e-05   3.241e-06  -1.176e-04  -7.179e-06   8.538e-09
 -8.104e-05   1.705e-05   2.076e-05  -1.165e-04   1.037e-05   2.553e-06
 -1.924e-05   1.705e-05   3.241e-06  -1.180e-04   1.034e-05   4.731e-08
 -8.062e-05   1.554e-05   1.924e-05  -5.438e-05  -6.847e-06   1.450e-06
 -1.885e-05   1.554e-05   3.202e-06  -5.586e-05  -6.880e-06   3.961e-07
 -8.104e-05   1.557e-05   1.924e-05  -5.472e-05   9.193e-06   2.973e-06
 -1.924e-05   1.557e-05   3.202e-06  -5.619e-05   9.160e-06   4.349e-07
Element   206
 -6.653e-05   1.467e-05   1.806e-05  -1.088e-04  -6.533e-06   1.784e-06
 -1.677e-05   1.467e-05   3.176e-06  -1.097e-04  -6.573e-06   6.421e-07
 -6.685e-05   1.471e-05   1.806e-05  -1.094e-04   8.355e-06   3.479e-06
 -1.706e-05   1.471e-05   3.176e-06  -1.103e-04   8.315e-06   6.758e-07
 -6.653e-05   1.378e-05   1.637e-05  -5.902e-05  -5.980e-06   2.103e-06
 -1.677e-05   1.378e-05   3.142e-06  -5.991e-05  -6.035e-06   9.315e-07
 -6.685e-05   1.384e-05   1.637e-05  -5.962e-05   7.247e-06   3.798e-06
 -1.706e-05   1.384e-05   3.142e-06  -6.050e-05   7.192e-06   9.652e-07
Element   207
 -5.301e-05   1.334e-05   1.522e-05  -1.043e-04  -5.530e-06   2.199e-06
 -1.602e-05   1.334e-05   3.243e-06  -1.046e-04  -5.591e-06   9.768e-07
 -5.321e-05   1.340e-05   1.522e-05  -1.050e-04   6.449e-06   3.640e-06
 -1.620e-05   1.340e-05   3.243e-06  -1.053e-04   6.388e-06   6.673e-07
 -5.301e-05   1.303e-05   1.378e-05  -6.728e-05  -4.852e-06   2.399e-06
 -1.602e-05   1.303e-05   3.552e-06  -6.759e-05  -4.916e-06   1.154e-06
 -5.321e-05   1.309e-05   1.378e-05  -6.799e-05   5.377e-06   3.839e-06
 -1.620e-05   1.309e-05   3.552e-06  -6.830e-05   5.313e-06   8.449e-07
Element   208
 -3.964e-05   1.179e-05   1.298e-05  -1.021e-04  -4.366e-06   2.249e-06
 -1.744e-05   1.179e-05   4.006e-06  -1.052e-04  -4.432e-06   1.007e-06
 -3.971e-05   1.185e-05   1.298e-05  -1.028e-04   4.602e-06   3.011e-06
 -1.748e-05   1.185e-05   4.006e-06  -1.058e-04   4.537e-06   7.619e-08
 -3.964e-05   8.711e-06   1.221e-05  -7.990e-05  -3.718e-06   2.318e-06
 -1.744e-05   8.711e-06   4.937e-06  -8.298e-05  -3.783e-06   1.049e-06
 -3.971e-05   8.776e-06   1.221e-05  -8.052e-05   3.558e-06   3.081e-06
 -1.748e-05   8.776e-06   4.937e-06  -8.360e-05   3.492e-06   1.181e-07
Element   209
 -2.230e-05   2.886e-06   1.200e-05  -9.401e-05  -3.301e-06   1.981e-06
 -1.134e-05   2.886e-06   5.817e-06  -1.068e-04  -3.352e-06   8.607e-07
 -2.226e-05   2.938e-06   1.200e-05  -9.433e-05   2.884e-06   1.798e-06
 -1.132e-05   2.938e-06   5.817e-06  -1.072e-04   2.832e-06  -6.105e-07
 -2.230e-05  -9.950e-06   1.218e-05  -8.305e-05  -2.809e-06   1.934e-06
 -1.134e-05  -9.950e-06   7.288e-06  -9.589e-05  -2.823e-06   8.443e-07
 -2.226e-05  -9.936e-06   1.218e-05  -8.339e-05   2.088e-06   1.751e-06
 -1.132e-05  -9.936e-06   7.288e-06  -9.627e-05   2.073e-06  -6.269e-07
Element   210
 -2.792e-06  -1.964e-05   1.274e-05  -5.328e-05  -2.463e-06   1.453e-06
  7.130e-06  -1.964e-05   8.443e-06  -6.692e-05  -2.495e-06   7.250e-07
 -2.675e-06  -1.961e-05   1.274e-05  -5.326e-05   1.834e-06   1.196e-07
  7.226e-06  -1.961e-05   8.443e-06  -6.682e-05   1.801e-06  -9.600e-07
 -2.792e-06  -3.328e-05   1.407e-05  -4.336e-05  -2.009e-06   1.336e-06
  7.130e-06  -3.328e-05   1.013e-05  -5.700e-05  -2.126e-06   6.292e-07
 -2.675e-06  -3.317e-05   1.407e-05  -4.336e-05   1.936e-06   2.275e-09
  7.226e-06  -3.317e-05   1.013e-05  -5.692e-05   1.819e-06  -1.056e-06
Element   211
 -1.439e-04   6.207e-05   2.876e-05  -5.478e-05   6.772e-06  -4.522e-06
 -6.690e-05   6.207e-05   6.391e-06  -6.014e-05   8.307e-06  -3.024e-06
 -1.443e-04   6.053e-05   2.876e-05  -5.159e-05   2.914e-05  -3.701e-06
 -6.690e-05   6.053e-05   6.391e-06  -5.648e-05   3.068e-05  -1.583e-06
