312	295	279	294
313	293	278	296
314	296	280	295
268	304	318	285
297	282	298	315
272	301	316	289
300	315	298	284
302	317	299	286
283	303	319	301
99	320	302	98
285	318	332	300
321	61	62	305
322	305	287	306
323	306	288	308
324	309	291	307
326	308	290	310
325	311	292	309
331	303	297	315
327	312	294	311
328	310	293	313
329	314	295	312
330	313	296	314
289	316	334	307
304	299	317	333
301	319	335	316
300	332	337	315
320	336	317	302
341	319	303	331
304	333	349	318
320	99	100	338
59	60	61	321
339	321	305	322
306	323	340	322
343	323	308	326
342	325	309	324
344	327	311	325
345	326	310	328
312	327	346	329
347	328	313	330
348	330	314	329
307	334	350	324
315	337	351	331
316	335	352	334
333	317	336	353
318	349	354	332
355	335	319	341
336	320	338	359
101	356	338	100
58	59	321	339
322	340	357	339
323	343	358	340
360	344	325	342
361	343	326	345
327	344	362	346
364	345	328	347
329	346	363	348
365	347	330	348
324	350	366	342
341	331	351	367
332	354	369	337
334	352	368	350
349	333	353	371
370	352	335	355
353	336	359	382
369	367	351	337
102	373	356	101
356	374	359	338
339	357	57	58
340	358	375	357
377	358	343	361
376	362	344	360
346	362	378	363
379	361	345	364
348	363	380	365
381	364	347	365
342	366	383	360
355	341	367	384
350	368	385	366
354	349	372	388
386	368	352	370
371	398	372	349
371	353	382	397
103	387	373	102
373	389	374	356
357	375	56	57
374	390	382	359
391	375	358	377
392	378	362	376
393	377	361	379
363	378	394	380
396	379	364	381
395	381	365	380
370	355	384	399
360	383	400	376
129	369	354	388
366	385	402	383
129	130	367	369
384	367	130	131
403	385	368	386
370	399	401	386
104	404	387	103
372	128	129	388
389	373	387	405
389	406	390	374
55	56	375	391
407	391	377	393
408	394	378	392
411	393	379	396
410	395	380	394
412	396	381	395
390	409	397	382
397	413	398	371
376	400	415	392
127	128	372	398
399	384	131	132
383	402	416	400
414	403	386	401
418	402	385	403
417	414	401	399
105	419	404	104
405	387	404	420
406	389	405	421
406	422	409	390
54	55	391	407
424	407	393	411
423	410	394	408
425	412	395	410
396	412	426	411
409	427	413	397
398	413	126	127
392	415	428	408
417	399	132	133
400	416	430	415
418	403	414	429
431	416	402	418
432	419	105	106
420	404	419	433
421	405	420	434
421	435	422	406
422	436	427	409
53	54	407	424
437	425	410	423
411	426	438	424
412	425	439	426
429	414	417	440
423	408	428	441
125	126	413	427
415	430	442	428
445	430	416	431
440	417	133	134
418	429	444	431
446	432	106	107
447	433	419	432
434	420	433	448
434	449	435	421
427	436	443	125
435	450	436	422
424	438	52	53
451	439	425	437
426	439	452	438
437	423	441	453
441	428	442	455
456	442	430	445
450	454	443	436
468	444	429	440
431	444	457	445
458	447	432	446
107	108	459	446
460	448	433	447
448	461	449	434
124	125	443	454
449	462	450	435
438	452	51	52
463	452	439	451
453	464	451	437
453	441	455	465
440	134	135	468
455	442	456	466
467	454	450	462
445	457	475	456
446	459	469	458
470	460	447	458
471	459	108	109
472	461	448	460
461	473	462	449
451	464	474	463
50	51	452	463
444	468	477	457
467	123	124	454
465	476	464	453
465	455	466	478
466	456	475	479
462	473	485	467
458	469	480	470
481	469	459	471
482	472	460	470
483	471	109	110
484	473	461	472
468	135	136	486
50	463	474	49
487	475	457	477
476	49	474	464
478	488	476	465
478	466	479	489
123	467	485	497
486	490	477	468
491	480	469	481
470	480	492	482
493	481	471	483
494	484	472	482
110	111	496	483
495	485	473	484
479	475	487	498
488	48	49	476
488	478	489	499
477	490	500	487
136	137	501	486
497	510	122	123
489	479	498	502
503	492	480	491
504	491	481	493
482	492	505	494
483	496	507	493
506	495	484	494
508	497	485	495
509	496	111	112
498	487	500	511
486	501	512	490
48	488	499	47
499	489	502	513
121	122	510	521
514	503	491	504
515	505	492	503
516	506	494	505
493	507	517	504
518	508	495	506
520	507	496	509
519	510	497	508
522	509	112	113
525	501	137	138
490	512	524	500
502	498	511	523
47	499	513	46
500	524	526	511
513	502	523	527
528	515	503	514
529	516	505	515
539	512	501	525
504	517	531	514
506	516	530	518
532	519	508	518
533	517	507	520
521	536	120	121
534	521	510	519
535	520	509	522
113	114	537	522
538	523	511	526
541	525	138	139
46	513	527	45
512	539	540	524
546	529	515	528
516	529	547	530
514	531	549	528
144	120	536	545
544	527	523	538
518	530	548	532
517	533	551	531
524	540	543	526
550	534	519	532
553	533	520	535
552	536	521	534
522	537	554	535
114	115	555	537
140	556	542	139
562	539	525	541
541	139	542	559
558	538	526	543
44	45	527	544
143	144	545	561
565	547	529	546
528	549	569	546
530	547	567	548
575	556	140	141
532	548	570	550
531	551	573	549
545	536	557	564
572	552	534	550
533	553	574	551
539	562	560	540
535	554	576	553
537	555	577	554
552	571	557	536
115	116	578	555
568	544	538	558
142	143	561	563
543	540	560	566
563	575	141	142
556	579	559	542
562	541	559	580
43	44	544	568
583	558	543	566
561	545	564	581
584	567	547	565
546	569	587	565
586	570	548	567
590	569	549	573
550	570	589	572
588	571	552	572
585	564	557	571
551	574	591	573
553	576	592	574
554	577	593	576
555	578	595	577
594	566	560	562
596	578	116	117
597	579	556	575
558	583	582	568
580	559	579	598
601	563	561	581
43	568	582	42
594	562	580	599
614	597	575	563
581	564	585	600
602	586	567	584
565	587	606	584
603	585	571	588
604	589	570	586
605	588	572	589
607	587	569	590
608	590	573	591
574	592	609	591
616	583	566	594
576	593	610	592
577	595	611	593
612	595	578	596
613	596	117	118
598	579	597	615
41	42	582	583
599	580	598	617
563	601	627	614
601	581	600	619
620	600	585	603
621	604	586	602
584	606	624	602
622	603	588	605
623	605	589	604
625	606	587	607
626	607	590	608
599	618	616	594
591	609	628	608
592	610	630	609
593	611	632	610
633	611	595	612
634	612	596	613
118	119	635	613
615	597	614	631
617	598	615	629
40	41	583	616
617	636	618	599
639	619	600	620
619	638	627	601
640	620	603	622
641	623	604	621
642	622	605	623
602	624	644	621
606	625	646	624
648	625	607	626
608	628	650	626
609	630	651	628
631	614	627	645
610	632	652	630
629	615	631	647
611	633	653	632
616	618	637	40
654	633	612	634
613	635	655	634
119	1	2	635
629	643	636	617
618	636	649	637
658	638	619	639
660	639	620	640
662	640	622	642
663	642	623	641
645	627	638	657
621	644	664	641
39	40	637	649
624	646	665	644
647	659	643	629
647	631	645	661
625	648	666	646
626	650	667	648
649	636	643	656
628	651	668	650
630	652	669	651
632	653	670	652
633	654	671	653
634	655	672	654
635	2	3	655
39	649	656	38
676	657	638	658
656	643	659	673
661	645	657	674
677	658	639	660
678	660	640	662
661	675	659	647
679	662	642	663
641	664	680	663
681	664	644	665
646	666	682	665
648	667	683	666
650	668	684	667
651	669	685	668
686	669	652	670
653	671	687	670
654	672	688	671
655	3	4	672
38	656	673	37
691	674	657	676
673	659	675	689
674	690	675	661
692	676	658	677
693	677	660	678
694	678	662	679
663	680	695	679
696	680	664	681
697	681	665	682
666	683	698	682
667	684	699	683
668	685	700	684
701	685	669	686
702	686	670	687
671	688	703	687
672	4	5	688
37	673	689	36
689	675	690	704
705	690	674	691
706	691	676	692
707	692	677	693
708	693	678	694
679	695	709	694
710	695	680	696
711	696	681	697
682	698	712	697
683	699	713	698
684	700	714	699
715	700	685	701
716	701	686	702
687	703	717	702
688	5	6	703
36	689	704	35
718	704	690	705
719	705	691	706
720	706	692	707
721	707	693	708
694	709	722	708
695	710	723	709
724	710	696	711
697	712	725	711
698	713	726	712
699	714	727	713
700	715	728	714
729	715	701	716
702	717	730	716
703	6	7	717
34	35	704	718
731	718	705	719
732	719	706	720
733	720	707	721
708	722	734	721
709	723	735	722
710	724	736	723
711	725	737	724
712	726	738	725
713	727	739	726
714	728	740	727
715	729	741	728
716	730	742	729
717	7	8	730
33	34	718	731
719	732	743	731
744	732	720	733
721	734	745	733
746	734	722	735
723	736	747	735
724	737	748	736
725	738	749	737
726	739	750	738
751	739	727	740
728	741	752	740
729	742	753	741
730	8	9	742
731	743	32	33
732	744	754	743
733	745	755	744
756	745	734	746
757	746	735	747
736	748	758	747
737	749	759	748
738	750	760	749
761	750	739	751
762	751	740	752
741	753	763	752
742	9	10	753
743	754	31	32
744	755	764	754
765	755	745	756
766	756	746	757
747	758	767	757
748	759	768	758
749	760	769	759
770	760	750	761
771	761	751	762
752	763	772	762
753	10	11	763
754	764	30	31
755	765	773	764
774	765	756	766
757	767	775	766
758	768	776	767
759	769	777	768
760	770	778	769
779	770	761	771
762	772	780	771
763	11	12	772
764	773	29	30
765	774	781	773
766	775	782	774
767	776	783	775
768	777	784	776
769	778	785	777
770	779	786	778
771	780	787	779
772	12	13	780
773	781	28	29
774	782	788	781
775	783	789	782
776	784	790	783
791	784	777	785
778	786	792	785
779	787	793	786
780	13	14	787
781	788	27	28
782	789	794	788
783	790	795	789
796	790	784	791
797	791	785	792
786	793	798	792
787	14	15	793
788	794	26	27
789	795	799	794
800	795	790	796
801	796	791	797
792	798	802	797
793	15	16	798
794	799	25	26
795	800	803	799
804	800	796	801
797	802	805	801
798	16	17	802
799	803	24	25
800	804	806	803
801	805	807	804
802	17	18	805
803	806	23	24
804	807	808	806
805	18	19	807
806	808	22	23
807	19	20	808
808	20	21	22
