365	159	160	608
364	288	419	411
411	428	289	364
368	161	162	763
435	444	367	290
428	435	290	289
940	533	611	538
450	291	367	444
163	164	372	922
292	446	437	371
473	565	566	471
437	474	306	371
464	447	276	376
642	703	698	643
241	240	375	376
440	560	559	429
379	72	71	381
377	379	400	408
429	378	275	440
247	246	380	381
380	274	490	400
152	383	896	382
469	476	512	517
495	578	649	581
413	453	352	300
253	252	386	387
421	418	282	283
625	639	548	554
390	91	90	392
388	390	401	409
418	416	389	282
258	391	392	259
391	281	489	401
285	284	404	484
264	263	402	483
540	656	635	571
278	277	403	485
499	579	487	336
542	541	491	432
260	348	415	488
407	402	263	347
274	378	429	490
403	277	377	408
281	389	416	489
404	284	388	409
294	340	491	405
434	432	339	272
406	398	541	574
492	488	415	545
494	490	429	559
493	489	416	547
363	914	509	516
427	267	324	457
412	935	529	410
300	395	498	413
307	396	497	414
665	658	587	593
262	346	422	420
417	546	545	415
283	387	423	421
418	548	547	416
937	362	456	438
419	926	516	411
587	513	507	593
345	344	431	425
386	385	433	426
506	512	476	482
457	324	266	452
938	515	928	936
365	608	530	925
525	430	524	600
439	563	549	431
272	397	500	434
441	564	550	433
592	512	506	653
395	486	575	498
444	435	526	533
534	561	619	965
501	594	586	508
456	362	287	451
519	438	456	544
449	439	343	314
449	503	563	439
560	642	643	559
453	441	384	352
453	504	564	441
583	646	706	655
607	525	600	328
530	608	923	526
270	331	454	445
454	537	553	445
292	369	455	446
376	375	471	464
396	485	576	497
331	269	448	454
525	531	443	430
503	449	414	582
369	291	450	455
543	457	452	939
504	453	413	583
544	456	451	458
460	536	521	458
461	950	535	459
527	627	630	532
628	631	528	523
532	462	465	527
469	303	354	476
588	517	512	592
470	310	316	475
513	587	589	518
467	469	517	522
518	468	470	513
507	475	481	580
374	373	477	473
477	570	565	473
505	479	472	502
479	478	296	297
508	480	474	501
570	477	480	508
562	437	446	555
496	309	394	577
431	549	552	425
495	302	393	578
433	550	556	426
594	501	562	606
660	633	542	585
336	296	478	499
577	394	483	571
709	644	635	701
578	393	484	572
645	702	708	649
540	402	407	492
539	404	409	493
573	403	408	494
542	432	434	585
572	484	404	539
571	483	402	540
403	573	576	485
486	406	574	575
579	500	397	487
567	478	479	505
500	648	585	434
501	474	437	562
582	414	497	647
623	601	680	687
583	413	498	646
686	621	688	740
502	534	965	595
657	967	968	666
482	495	581	506
589	587	658	664
580	481	496	650
566	632	636	569
927	171	325	510
951	935	412	427
627	663	694	630
664	693	628	589
514	410	529	917
524	514	327	600
517	588	590	522
519	597	361	511
613	520	950	616
596	924	598	913
945	614	672	599
599	932	521	945
523	518	589	628
466	523	528	463
531	525	607	610
533	526	609	611
614	690	933	672
671	613	616	689
448	443	531	947
945	617	952	614
611	609	368	673
450	444	533	940
537	610	930	615
502	595	964	505
520	613	598	924
520	939	535	950
615	930	678	946
947	531	610	537
728	727	669	675
648	500	579	651
457	543	515	938
546	417	420	551
551	420	422	557
557	422	425	552
571	635	644	577
418	421	554	548
554	421	423	558
558	423	426	556
634	645	572	539
652	715	665	593
716	592	653	761
650	496	577	644
601	623	563	503
624	564	504	602
560	440	447	568
568	447	464	569
471	566	569	464
595	670	659	964
504	583	655	602
637	565	570	612
648	651	710	711
478	567	584	499
497	576	641	647
582	647	707	654
632	566	565	637
508	586	612	570
656	540	492	545
634	539	493	547
643	573	494	559
646	498	575	640
568	629	642	560
605	626	551	557
625	554	558	604
629	568	569	636
964	659	661	591
499	584	651	579
541	542	633	574
662	586	594	667
637	612	691	696
980	655	706	981
580	652	593	507
720	664	658	724
653	506	581	713
663	657	719	729
693	695	631	628
522	590	627	527
722	659	670	732
713	581	649	708
550	564	624	621
580	650	714	652
549	563	623	620
606	562	555	603
676	946	678	731
659	722	721	661
597	519	544	932
671	321	598	613
913	598	321	169
503	582	654	601
830	853	828	792
666	716	767	723
662	726	725	668
578	572	645	649
621	677	556	550
557	552	622	605
610	607	674	930
609	526	923	366
368	763	675	673
762	731	678	915
586	662	668	612
617	536	532	630
690	614	952	953
825	944	785	784
950	528	631	616
671	689	764	321
765	919	933	746
733	676	731	784
561	553	618	619
624	681	688	621
604	558	556	677
929	849	861	892
766	665	715	806
742	602	655	980
681	742	778	770
702	639	697	771
700	701	638	626
627	590	966	663
641	643	698	705
632	637	692	636
574	633	640	575
656	638	701	635
692	637	696	748
726	662	667	957
545	546	638	656
684	700	626	605
548	639	634	547
625	682	697	639
717	760	712	591
641	576	573	643
753	749	707	705
701	700	759	709
708	702	771	758
711	710	757	756
734	604	677	735
679	684	605	622
584	567	591	712
636	692	699	629
774	775	719	723
720	961	776	730
585	648	711	660
847	877	816	822
717	591	661	768
726	957	781	779
724	807	961	720
775	788	729	719
967	966	590	588
730	776	789	744
803	715	709	759
620	623	687	685
761	653	713	970
669	606	603	675
957	667	669	727
699	747	754	703
691	612	668	725
603	611	673	675
619	618	683	965
777	722	732	785
919	918	672	933
674	607	328	916
915	678	930	674
946	676	618	615
677	621	686	735
650	644	709	714
622	620	685	679
601	654	718	680
681	624	602	742
829	852	826	791
682	625	604	734
965	683	670	595
683	618	676	733
737	736	679	685
883	889	906	885
723	719	657	666
616	631	695	689
764	689	745	920
617	630	694	952
654	707	749	718
664	720	730	693
693	730	744	695
960	743	959	953
695	744	745	689
953	952	694	960
704	640	633	660
779	821	725	726
629	699	703	642
750	696	691	793
901	759	700	684
702	645	634	639
755	753	705	698
756	757	796	751
640	704	706	646
786	782	749	753
647	641	705	707
902	682	734	787
736	901	684	679
651	584	712	710
783	752	751	796
902	787	881	802
901	790	803	759
685	687	738	741
592	716	666	968
768	661	721	809
778	742	752	783
747	699	692	748
775	774	815	823
955	814	941	824
724	658	665	766
896	873	868	382
732	670	683	733
722	777	772	721
826	881	787	791
740	688	739	794
790	828	880	803
859	850	820	819
819	820	781	943
780	728	370	922
728	675	763	370
934	355	765	746
663	729	960	694
745	798	317	920
784	332	921	825
822	944	862	847
332	784	731	762
739	688	681	770
769	977	680	718
795	741	738	810
870	891	963	878
791	740	794	829
735	791	787	734
735	686	740	791
790	737	792	828
737	685	741	792
980	981	752	742
768	835	804	717
797	743	788	831
744	789	798	745
954	690	953	959
782	769	718	749
748	696	750	799
725	821	793	691
812	810	769	782
982	981	706	704
751	752	981	982
864	786	753	755
855	888	882	843
755	698	703	754
757	710	712	760
801	804	838	796
761	970	758	802
736	737	790	901
715	652	714	709
756	704	660	711
330	149	762	915
716	761	805	767
809	721	772	840
817	813	778	783
738	977	769	810
771	697	682	902
942	941	814	839
807	724	766	837
848	860	823	815
723	767	808	774
776	955	824	789
785	732	733	784
777	822	816	772
835	768	809	856
779	781	820	821
728	780	943	727
727	943	781	957
863	747	748	799
891	870	904	875
801	796	757	760
902	802	758	771
823	831	788	775
729	788	743	960
789	824	832	798
739	770	811	794
750	979	978	799
813	811	770	778
869	857	852	879
792	741	795	830
858	963	891	839
797	301	355	934
308	317	798	832
812	782	786	818
850	851	971	827
971	972	974	827
786	864	800	818
800	754	747	863
801	760	717	804
817	838	834	844
805	761	802	881
773	961	807	962
837	766	806	880
767	805	836	808
840	772	816	889
890	869	956	895
833	855	799	978
874	867	897	861
899	903	900	872
868	872	862	866
822	777	785	944
783	796	838	817
834	838	804	835
372	280	865	931
871	867	874	886
851	871	886	958
958	972	971	851
821	827	976	793
893	860	896	383
831	893	301	797
892	308	832	929
866	334	382	868
881	826	836	805
863	799	855	843
837	880	828	853
879	852	829	794
794	811	842	879
853	830	878	963
841	795	810	845
863	843	818	800
809	840	975	856
835	856	975	834
839	814	962	858
853	963	858	837
948	815	774	808
852	857	836	826
975	883	844	834
830	795	841	878
845	810	812	973
811	813	846	842
818	843	973	812
855	833	969	888
813	817	844	846
885	906	895	956
876	815	948	890
942	839	891	875
867	871	859	865
821	820	850	827
898	887	886	874
904	887	898	875
857	948	808	836
807	837	858	962
865	859	819	931
873	896	860	848
831	823	860	893
824	941	929	832
825	866	862	944
864	755	754	800
867	865	280	897
892	861	897	342
872	868	873	899
890	895	903	876
857	869	890	948
841	845	882	884
887	854	958	886
850	859	871	851
949	899	873	848
847	862	872	900
949	876	903	899
874	861	849	898
898	849	942	875
848	815	876	949
889	816	877	906
842	846	885	956
803	880	806	715
882	845	973	843
894	854	887	904
844	883	885	846
889	883	975	840
870	884	894	904
878	841	884	870
888	894	884	882
972	958	854	969
903	895	905	900
894	888	969	854
905	895	906	877
900	905	877	847
914	911	159	365
912	163	922	370
148	330	916	909
357	156	918	919
428	509	925	530
926	419	937	438
927	510	936	928
951	938	936	935
780	931	819	943
690	954	746	933
959	934	746	954
797	934	959	743
510	529	935	936
530	526	435	428
427	457	938	951
939	452	459	535
455	450	940	538
849	929	941	942
945	521	536	617
538	555	446	455
955	776	961	773
814	955	773	962
956	869	879	842
974	972	969	833
970	713	708	758
968	967	588	592
979	976	827	974
833	978	979	974
977	738	687	680
979	750	793	976
982	704	756	751
