188	52	51	187
148	21	149	330
332	910	150	921
151	150	19	30
152	151	30	18
152	18	153	383
17	154	153	18
16	155	154	17
156	357	15	14
157	156	14	13
157	13	158	361
911	12	11	159
160	159	11	10
160	10	161	366
9	162	161	10
163	912	8	7
164	163	7	29
118	238	239	119
165	164	29	6
165	6	166	342
5	167	166	6
4	168	167	5
169	319	3	2
169	2	170	913
908	171	323	170
172	23	147	327
173	69	68	203
79	206	207	80
62	198	199	63
31	25	88	215
215	88	87	214
214	213	260	350
261	348	212	211
211	210	262	261
34	347	263	35
35	263	264	36
265	37	36	264
174	265	394	309
38	174	175	39
176	40	39	175
177	41	40	176
178	42	41	177
179	43	42	178
180	44	43	179
181	45	44	180
182	46	45	181
184	183	266	324
184	48	47	183
907	172	917	325
186	185	267	326
187	51	50	186
189	53	52	188
189	188	268	329
190	54	53	189
329	269	190	189
192	56	55	191
331	270	192	191
194	58	57	193
58	194	195	59
59	195	196	60
60	196	197	61
61	197	198	62
137	250	251	138
64	271	200	65
65	200	201	66
201	200	272	339
128	173	273	129
70	27	127	247
247	127	126	246
246	245	274	380
275	378	244	243
243	242	276	275
73	377	277	74
74	277	278	75
279	76	75	278
341	373	238	237
77	204	205	78
78	205	206	79
80	207	208	81
81	208	209	82
210	83	82	209
211	84	83	210
212	85	84	211
86	213	214	87
89	28	146	259
259	146	145	258
258	257	281	391
282	389	256	255
255	254	283	282
92	388	284	93
93	284	285	94
286	95	94	285
216	286	393	302
96	216	217	97
218	98	97	217
219	99	98	218
220	100	99	219
221	101	100	220
222	102	101	221
223	103	102	222
224	104	103	223
226	225	287	362
226	106	105	225
228	227	288	364
108	228	229	109
230	229	289	290
230	110	109	229
232	112	111	231
367	291	232	231
234	114	113	233
369	292	234	233
236	116	115	235
116	236	237	117
117	237	238	118
119	239	240	120
120	240	241	121
242	122	121	241
243	123	122	242
244	124	123	243
125	245	246	126
128	26	69	173
203	294	273	173
293	130	129	273
336	487	199	198
197	196	297	296
196	195	335	297
298	134	133	337
135	248	249	136
136	249	250	137
138	251	252	139
139	252	253	140
254	141	140	253
255	142	141	254
256	143	142	255
144	257	258	145
147	23	22	909
22	21	148	909
149	21	20	910
191	55	54	190
19	150	910	20
193	57	56	192
194	193	333	299
355	154	155	765
285	484	393	286
155	16	15	357
220	219	303	356
304	221	220	356
462	532	536	460
158	13	12	911
225	105	104	224
107	227	228	108
231	111	110	230
162	9	8	912
233	113	112	232
235	115	114	234
236	235	371	306
279	278	485	396
317	167	168	920
265	264	483	394
4	3	319	168
178	177	310	318
318	311	179	178
170	2	1	908
950	461	463	528
24	907	908	1
183	47	46	182
24	23	172	907
49	185	186	50
313	268	188	187
67	202	203	68
174	38	37	265
307	314	205	204
318	468	466	311
481	315	309	496
168	319	764	920
543	939	520	924
311	320	180	179
319	169	321	764
182	181	312	322
928	515	596	323
48	184	185	49
410	514	524	424
917	172	327	514
313	410	424	268
615	618	553	537
269	331	191	190
921	334	866	825
270	333	193	192
297	335	472	479
337	133	132	338
248	298	395	300
295	131	130	293
63	199	271	64
295	293	405	398
66	201	202	67
298	337	486	395
204	77	76	279
603	555	538	611
166	308	892	342
206	205	314	343
314	307	414	449
344	345	208	207
492	407	399	488
350	399	349	351
213	212	348	260
85	212	213	86
33	349	347	34
31	215	351	32
216	96	95	286
300	352	249	248
356	467	465	304
482	353	302	495
155	357	919	765
544	458	521	932
304	358	222	221
918	359	599	672
224	223	305	360
438	519	511	926
106	226	227	107
511	363	516	926
509	428	411	516
290	367	231	230
667	594	606	669
291	369	233	232
922	372	931	780
292	371	235	234
280	372	164	165
204	279	396	307
306	341	237	236
374	375	240	239
494	408	400	490
380	400	379	381
245	244	378	274
124	244	245	125
72	379	377	73
70	247	381	71
442	436	561	534
248	135	134	298
153	301	893	383
250	249	352	384
385	386	252	251
493	409	401	489
391	401	390	392
257	256	389	281
143	256	257	144
91	390	388	92
89	259	392	90
210	209	346	262
346	345	425	422
207	206	343	344
513	470	475	507
183	182	322	266
323	596	913	170
324	267	185	184
323	171	927	928
327	147	328	600
674	916	330	915
332	762	149	910
296	336	198	197
200	271	397	272
242	241	376	276
447	440	275	276
239	238	373	374
552	549	620	622
254	253	387	283
387	386	426	423
251	250	384	385
353	482	476	354
224	360	287	225
157	361	597	359
288	227	226	362
361	158	363	511
364	289	229	228
914	365	925	509
160	366	923	608
366	161	368	609
370	763	162	912
273	294	405	293
203	202	340	294
131	295	338	132
436	442	299	333
561	436	445	553
195	194	299	335
534	502	472	442
966	967	657	663
353	217	216	302
301	153	154	355
441	433	385	384
465	467	522	527
218	354	303	219
358	462	460	305
360	458	451	287
305	223	222	358
473	471	375	374
480	477	373	341
309	315	175	174
308	166	167	317
439	431	344	343
523	466	468	518
177	176	316	310
320	463	461	312
322	459	452	266
320	312	181	180
326	313	187	186
529	510	325	917
176	175	315	316
310	470	468	318
311	466	463	320
312	461	459	322
907	325	171	908
267	427	412	326
543	924	596	515
326	412	410	313
909	916	328	147
430	443	329	268
268	424	524	430
947	537	454	448
443	448	269	329
150	151	334	921
333	270	445	436
151	152	382	334
335	299	442	472
487	397	271	199
505	964	591	567
398	406	338	295
340	339	432	491
337	338	406	486
202	201	339	340
491	541	398	405
341	306	474	480
315	481	475	316
165	342	897	280
209	208	345	346
420	417	261	262
626	638	546	551
349	33	32	351
347	349	399	407
417	415	348	261
214	350	351	215
350	260	488	399
218	217	353	354
303	469	467	356
304	465	462	358
156	157	359	918
460	458	360	305
363	158	911	914
937	419	288	362
597	932	599	359
