      1,          10.,           2.,          50.
      2,          10.,           0.,          50.
      3,          10.,           0.,           0.
      4,          10.,           2.,           0.
      5,           0.,           0.,          50.
      6,           0.,           0.,           0.
      7,           0.,           2.,           0.
      8,           0.,           2.,          50.
      9,          10.,           1.,          50.
     10,          10.,           0.,          49.
     11,          10.,           0.,          48.
     12,          10.,           0.,          47.
     13,          10.,           0.,          46.
     14,          10.,           0.,          45.
     15,          10.,           0.,          44.
     16,          10.,           0.,          43.
     17,          10.,           0.,          42.
     18,          10.,           0.,          41.
     19,          10.,           0.,          40.
     20,          10.,           0.,          39.
     21,          10.,           0.,          38.
     22,          10.,           0.,          37.
     23,          10.,           0.,          36.
     24,          10.,           0.,          35.
     25,          10.,           0.,          34.
     26,          10.,           0.,          33.
     27,          10.,           0.,          32.
     28,          10.,           0.,          31.
     29,          10.,           0.,          30.
     30,          10.,           0.,          29.
     31,          10.,           0.,          28.
     32,          10.,           0.,          27.
     33,          10.,           0.,          26.
     34,          10.,           0.,          25.
     35,          10.,           0.,          24.
     36,          10.,           0.,          23.
     37,          10.,           0.,          22.
     38,          10.,           0.,          21.
     39,          10.,           0.,          20.
     40,          10.,           0.,          19.
     41,          10.,           0.,          18.
     42,          10.,           0.,          17.
     43,          10.,           0.,          16.
     44,          10.,           0.,          15.
     45,          10.,           0.,          14.
     46,          10.,           0.,          13.
     47,          10.,           0.,          12.
     48,          10.,           0.,          11.
     49,          10.,           0.,          10.
     50,          10.,           0.,           9.
     51,          10.,           0.,           8.
     52,          10.,           0.,           7.
     53,          10.,           0.,           6.
     54,          10.,           0.,           5.
     55,          10.,           0.,           4.
     56,          10.,           0.,           3.
     57,          10.,           0.,           2.
     58,          10.,           0.,           1.
     59,          10.,           1.,           0.
     60,          10.,           2.,           1.
     61,          10.,           2.,           2.
     62,          10.,           2.,           3.
     63,          10.,           2.,           4.
     64,          10.,           2.,           5.
     65,          10.,           2.,           6.
     66,          10.,           2.,           7.
     67,          10.,           2.,           8.
     68,          10.,           2.,           9.
     69,          10.,           2.,          10.
     70,          10.,           2.,          11.
     71,          10.,           2.,          12.
     72,          10.,           2.,          13.
     73,          10.,           2.,          14.
     74,          10.,           2.,          15.
     75,          10.,           2.,          16.
     76,          10.,           2.,          17.
     77,          10.,           2.,          18.
     78,          10.,           2.,          19.
     79,          10.,           2.,          20.
     80,          10.,           2.,          21.
     81,          10.,           2.,          22.
     82,          10.,           2.,          23.
     83,          10.,           2.,          24.
     84,          10.,           2.,          25.
     85,          10.,           2.,          26.
     86,          10.,           2.,          27.
     87,          10.,           2.,          28.
     88,          10.,           2.,          29.
     89,          10.,           2.,          30.
     90,          10.,           2.,          31.
     91,          10.,           2.,          32.
     92,          10.,           2.,          33.
     93,          10.,           2.,          34.
     94,          10.,           2.,          35.
     95,          10.,           2.,          36.
     96,          10.,           2.,          37.
     97,          10.,           2.,          38.
     98,          10.,           2.,          39.
     99,          10.,           2.,          40.
    100,          10.,           2.,          41.
    101,          10.,           2.,          42.
    102,          10.,           2.,          43.
    103,          10.,           2.,          44.
    104,          10.,           2.,          45.
    105,          10.,           2.,          46.
    106,          10.,           2.,          47.
    107,          10.,           2.,          48.
    108,          10.,           2.,          49.
    109,           9.,           0.,          50.
    110,           8.,           0.,          50.
    111,           7.,           0.,          50.
    112,           6.,           0.,          50.
    113,           5.,           0.,          50.
    114,           4.,           0.,          50.
    115,           3.,           0.,          50.
    116,           2.,           0.,          50.
    117,           1.,           0.,          50.
    118,           0.,           0.,          49.
    119,           0.,           0.,          48.
    120,           0.,           0.,          47.
    121,           0.,           0.,          46.
    122,           0.,           0.,          45.
    123,           0.,           0.,          44.
    124,           0.,           0.,          43.
    125,           0.,           0.,          42.
    126,           0.,           0.,          41.
    127,           0.,           0.,          40.
    128,           0.,           0.,          39.
    129,           0.,           0.,          38.
    130,           0.,           0.,          37.
    131,           0.,           0.,          36.
    132,           0.,           0.,          35.
    133,           0.,           0.,          34.
    134,           0.,           0.,          33.
    135,           0.,           0.,          32.
    136,           0.,           0.,          31.
    137,           0.,           0.,          30.
    138,           0.,           0.,          29.
    139,           0.,           0.,          28.
    140,           0.,           0.,          27.
    141,           0.,           0.,          26.
    142,           0.,           0.,          25.
    143,           0.,           0.,          24.
    144,           0.,           0.,          23.
    145,           0.,           0.,          22.
    146,           0.,           0.,          21.
    147,           0.,           0.,          20.
    148,           0.,           0.,          19.
    149,           0.,           0.,          18.
    150,           0.,           0.,          17.
    151,           0.,           0.,          16.
    152,           0.,           0.,          15.
    153,           0.,           0.,          14.
    154,           0.,           0.,          13.
    155,           0.,           0.,          12.
    156,           0.,           0.,          11.
    157,           0.,           0.,          10.
    158,           0.,           0.,           9.
    159,           0.,           0.,           8.
    160,           0.,           0.,           7.
    161,           0.,           0.,           6.
    162,           0.,           0.,           5.
    163,           0.,           0.,           4.
    164,           0.,           0.,           3.
    165,           0.,           0.,           2.
    166,           0.,           0.,           1.
    167,           1.,           0.,           0.
    168,           2.,           0.,           0.
    169,           3.,           0.,           0.
    170,           4.,           0.,           0.
    171,           5.,           0.,           0.
    172,           6.,           0.,           0.
    173,           7.,           0.,           0.
    174,           8.,           0.,           0.
    175,           9.,           0.,           0.
    176,           0.,           1.,           0.
    177,           1.,           2.,           0.
    178,           2.,           2.,           0.
    179,           3.,           2.,           0.
    180,           4.,           2.,           0.
    181,           5.,           2.,           0.
    182,           6.,           2.,           0.
    183,           7.,           2.,           0.
    184,           8.,           2.,           0.
    185,           9.,           2.,           0.
    186,           1.,           2.,          50.
    187,           2.,           2.,          50.
    188,           3.,           2.,          50.
    189,           4.,           2.,          50.
    190,           5.,           2.,          50.
    191,           6.,           2.,          50.
    192,           7.,           2.,          50.
    193,           8.,           2.,          50.
    194,           9.,           2.,          50.
    195,           0.,           2.,           1.
    196,           0.,           2.,           2.
    197,           0.,           2.,           3.
    198,           0.,           2.,           4.
    199,           0.,           2.,           5.
    200,           0.,           2.,           6.
    201,           0.,           2.,           7.
    202,           0.,           2.,           8.
    203,           0.,           2.,           9.
    204,           0.,           2.,          10.
    205,           0.,           2.,          11.
    206,           0.,           2.,          12.
    207,           0.,           2.,          13.
    208,           0.,           2.,          14.
    209,           0.,           2.,          15.
    210,           0.,           2.,          16.
    211,           0.,           2.,          17.
    212,           0.,           2.,          18.
    213,           0.,           2.,          19.
    214,           0.,           2.,          20.
    215,           0.,           2.,          21.
    216,           0.,           2.,          22.
    217,           0.,           2.,          23.
    218,           0.,           2.,          24.
    219,           0.,           2.,          25.
    220,           0.,           2.,          26.
    221,           0.,           2.,          27.
    222,           0.,           2.,          28.
    223,           0.,           2.,          29.
    224,           0.,           2.,          30.
    225,           0.,           2.,          31.
    226,           0.,           2.,          32.
    227,           0.,           2.,          33.
    228,           0.,           2.,          34.
    229,           0.,           2.,          35.
    230,           0.,           2.,          36.
    231,           0.,           2.,          37.
    232,           0.,           2.,          38.
    233,           0.,           2.,          39.
    234,           0.,           2.,          40.
    235,           0.,           2.,          41.
    236,           0.,           2.,          42.
    237,           0.,           2.,          43.
    238,           0.,           2.,          44.
    239,           0.,           2.,          45.
    240,           0.,           2.,          46.
    241,           0.,           2.,          47.
    242,           0.,           2.,          48.
    243,           0.,           2.,          49.
    244,           0.,           1.,          50.
    245,          10.,           1.,          49.
    246,          10.,           1.,          48.
    247,          10.,           1.,          47.
    248,          10.,           1.,          46.
    249,          10.,           1.,          45.
    250,          10.,           1.,          44.
