% Model:              FEM.mph
% Version:            COMSOL 6.1.0.252
% Date:               Feb 16 2024, 11:34
% Dimension:          3
% Nodes:              795
% Expressions:        4
% Description:        位移场，X 分量, 位移场，Y 分量, 位移场，Z 分量, von Mises 应力
% Length unit:        m
% X                       Y                        Z                        u (mm)                   v (mm)                   w (mm)                   solid.mises (N/m^2)
0.30000000000000004       0                        0.4                      0.878732850634396        0.05489428813337265      -0.7629161875361054      8246675.327588198
0.3436679259650099        0                        0.31540830416145504      0.5684393703789777       0.031030108240077573     -0.940142772240447       4692070.160131109
0.3593706855052652        0.2                      0.07664902571134254      -0.6341180359005029      0.033128174363429366     -1.0257706499735233      4971007.543373148
0.33725152316862933       0.06259133224120512      0.23682412214980078      0.17733278078975145      0.0036923183694710653    -0.9024330304191822      1624504.7104036568
0.37787535577179665       0.04702852641150121      0.16709088991959234      -0.17643046134096527     -0.004606867357361293    -1.1189364509439945      1460628.7887783644
0.42028365753083413       0                        0.1559615802134774       -0.2604586218843784      -0.011433522654222704    -1.3624863035164645      1834496.6543914743
0.38640695469606534       0                        0.22895958717711698      0.15831950682598342      0.007617533338909076     -1.1579032204114308      1332041.7011119216
0.31796372499201486       0.2                      0.1531880683442438       -0.21296867313826268     0.01284537437543917      -0.7956669269146511      2022217.1576113142
0.28667714580568576       0.15066659465810622      0.17934709362454587      -0.085099522143514       0.0029555258284533624    -0.6583538827995845      1076240.681213101
0.3377086335512052        0.14946354724302255      0.12008551239459196      -0.38623391918074934     0.010785566617210258     -0.9100926638554776      3286816.059839151
0.3744785350276014        0.05807041497931213      0.3131097795399154       0.6042601711073561       0.012513084536036386     -1.1167714525157604      4530728.465185555
0.28984936581193316       0.2                      0.2321202685323725       0.13372540613403378      -0.0089048766178071      -0.6629736090736086      1499261.8007411682
0.318903155954403         0.14069434776479767      0.24514868060405173      0.20626659274385128      -0.005056736863941549    -0.8114669785244524      1952463.262150404
0.2500000442510807        0.2                      0.32110791887867063      0.4406937954044159       -0.03423039582956543     -0.515302263085727       5132410.309525062
0.2648902451792111        0.13812346200436956      0.4                      0.7822968573348975       -0.02143699944474877     -0.6223317968261276      8374404.75415886
0.25559039596083677       0.10157754483968778      0.2932438374601102       0.3458414515918784       -4.430247399092585E-4    -0.5429306601574684      3971313.181215631
0.2000000000000002        0.2                      0.4                      0.5982098285177155       -0.05766560942978937     -0.37415198629009366     8568547.757533768
0.45882514283608966       0                        0.08141924665908407      -0.7635140141430589      -0.03019829383543338     -1.6271374498473097      4558267.084435253
0.45719371230835404       0.052286052378101536     0.11427707691591693      -0.5492450496814564      -0.010424032768903748    -1.617471624464085       3332218.956071697
0.4302666351560495        0.06718553996906794      0                        -1.2271921961667314      -0.01683200116366998     -1.4859062341281792      7758224.542426497
0.42509149965614806       0.13127511453174193      0.06679309630824722      -0.8016772934251232      0.010890533306031234     -1.4246054523334173      5193437.865897252
0.3999999999999999        0.2                      0                        -1.1474209716847692      0.052660883711240135     -1.2888604230190184      7870712.490595789
0.463907363120043         0.13361801641567145      0                        -1.3134688205766845      0.01723584136765274      -1.7055461507075347      7633209.057621409
0.47409748985605227       0.0564068116710254       0.04847129892406422      -1.0088316348685944      -0.016653237675614614    -1.752503800521871       5764291.536268522
0.5000000000000001        0                        0                        -1.4037472361439625      -0.0499088032425875      -1.9463866250409327      7497892.922456114
0.3083055417704769        0.13616419462280105      0.3342313610396527       0.5988688515579869       -0.013392266493538104    -0.7831607912463993      5529879.410380838
0.33493067947937727       0.06635254216156743      0.4                      0.9749199997842113       0.01807993372920933      -0.9433108709001629      8108067.321749227
0.4000000000000001        0                        0.4                      1.1474334166363003       0.05231020171643312      -1.2890227115338055      7867759.866007946
0.5222814261131113        0                        0.16237216969451337      -0.2711741854222382      -0.009330734984084947    -2.0624577549762964      1537156.686549198
0.48743659190806987       0.0523319018860498       0.1723344823257669       -0.18741690641498074     -0.003355073191610061    -1.8171713652462038      1230463.0375880997
0.4440912212752304        0                        0.31358455387518713      0.709525709558857        0.029053345171850656     -1.5282314881437515      4405434.962962024
0.48547060977762896       0                        0.23372282818556306      0.22748791153997894      0.00838206476210736      -1.7940479199775827      1434333.3871616574
0.4624994868874186        0.2                      0.08102452040810633      -0.7715502621774862      0.030368045769451634     -1.6518204533668415      4568620.467198153
0.42628854660094473       0.1416753106385858       0.1311587521709237       -0.41325856878610173     0.007466598005646894     -1.4142575776332253      2734065.346390125
0.4217634558275556        0.2                      0.1574079485261195       -0.2526226919200791      0.011072473926472757     -1.3713587684076889      1780041.748278039
0.37084005667119585       0.14173788898165693      0.20756917003338787      0.039862401787111056     -8.593850701325467E-4    -1.0794450690647854      720314.4945751284
0.4812536607878168        0.17290216784558676      0.1314317269759976       -0.45964369287800966     0.012595876690732368     -1.774652898002813       2658198.6120365676
0.42457217357509136       0.07041467014565031      0.24454918682414128      0.26622219543787895      0.0033565569742162312    -1.401081235919996       1845499.4656049034
0.5013135720570678        0.05593050469476632      0.2707020637988722       0.4919468331874005       0.007676538980491662     -1.9221681663850965      2708924.729189419
0.43420758588468944       0.05807827918305495      0.3376945218258704       0.8451962338993098       0.014742640209219037     -1.482882409787816       5339020.539522147
0.38601495415108716       0.2                      0.23147961824595278      0.1720664869447382       -0.008353144293594978    -1.15568232048572        1420189.8656985983
0.438090755992656         0.1447484156043536       0.25791142281143214      0.35629722580051415      -0.006758878722570406    -1.4872376949263293      2322863.727538388
0.3436191398253556        0.2                      0.31635541787906823      0.573207921458322        -0.03144656743879559     -0.9400454491109665      4731060.660999196
0.36844165388719774       0.11554039322714768      0.27728261199243587      0.4054904745372811       -0.003259551939064658    -1.0760969473746962      3134269.5420464976
0.40858623641694836       0.137248936551536        0.3328910301707212       0.7711498933146168       -0.013054311242714167    -1.3223622533558388      5223640.51015182
0.36329547904037157       0.13158982614022105      0.4                      1.0511755370909195       -0.017014886000563577    -1.0922712355692956      8012631.13793426
0.2999999999999998        0.2                      0.4                      0.8788254975505126       -0.05511719702826783     -0.7628099021930376      8244245.532656103
0.5466762326493053        0.054325010996364435     0.08183180836497132      -0.8909233048694215      -0.013179224367602646    -2.2741684816219094      4350829.3601048775
0.562438669896532         0                        0.08194878836950348      -0.9121612853515133      -0.028608637507581445    -2.3890301055808014      4310241.785982981
0.5309984910081872        0.06637951579345606      0                        -1.4814475407066354      -0.016450894824198977    -2.186689372797432       7382013.502422258
0.5131429213925636        0.11290660630472171      0.04502613849782516      -1.1081289287098375      0.005025600160844499     -2.034461485502777       5781097.2109232675
0.5                       0.2                      0                        -1.403664386892985       0.05010593060537099      -1.9462067758014314      7496944.9212592505
0.5650336129868427        0.13330495074284296      0                        -1.5644093008406037      0.016211258747056066     -2.451939279724904       7254647.613337003
0.5993400248925107        0.10839194686760407      0.07367855511155331      -1.0332068226900966      0.0025121239250103567    -2.7061957364611304      4513937.041834855
0.6000000000000001        0                        0                        -1.6475053518287004      -0.047514717056563835    -2.7285183771436574      7132883.367332686
0.43335399948228215       0.06627942590497941      0.4                      1.2351721965633493       0.01723603140530686      -1.505373585041679       7745400.929622966
0.49860380499658075       0.0449226225194308       0.34749231496435706      1.0268722954984644       0.020144577595551334     -1.9221720056005114      5541586.026274476
0.5000000000000001        0                        0.4                      1.4036452581961891       0.04978145180085946      -1.9463659334769872      7501089.013576507
0.6600436716930542        0                        0.07749675476411233      -1.0878681845385443      -0.028328695847775868    -3.226705093377617       4219903.064825772
0.5626134871825109        0.2                      0.08313295975174412      -0.9030569664388558      0.02833872461248695      -2.389887952752969       4267009.142106175
0.5222507062520523        0.14235140857230305      0.09969108986229278      -0.7252703506473286      0.010525773114060331     -2.082897961995667       3748786.844558758
0.5696350039687177        0.04627686124409236      0.18999911688974222      -0.0779134754692288      -0.0013694000315895916   -2.438904617363781       760771.4612673401
0.6319976943336068        0.043696998977814795     0.11927516613190489      -0.6891997096050667      -0.010699145852219712    -2.9734069928530142      2848671.4345267434
0.6177409790010516        0                        0.1665374104272569       -0.2795208791372797      -0.007958403325492566    -2.834745265908944       1343635.1288150435
0.5844866314070697        0                        0.2402656252102598       0.3205960855884612       0.009473981158733215     -2.553648909377567       1578483.4957144794
0.5474452550934478        0                        0.31387658546324104      0.858834596948775        0.027635744623953414     -2.269363203267795       4196197.799148919
0.5657664119824369        0.0558421306006122       0.32633034417200474      0.9823433164961839       0.013310188825863715     -2.4277964068044104      4595893.990103278
0.5228811145522897        0.2                      0.1642402634419583       -0.25788070462101836     0.008793382298079463     -2.0666392376022573      1477396.4136723096
0.4952301919282584        0.15073571578652747      0.1966619781362219       -0.02293579833481924     3.84793988917116E-4      -1.871268424804299       670265.8658206874
0.5713498432392929        0.1544586096037978       0.17818506007782736      -0.1702539127682522      0.0027896889211661644    -2.4530528279726327      1026864.5903408629
0.485952483864072         0.2                      0.23595855113319436      0.242895272533032        -0.009145343944268188    -1.7974877202719983      1511459.2871480428
0.4456046597439716        0.2                      0.31485154055960296      0.719867168514962        -0.029616408322928774    -1.538333918446085       4449219.144240179
0.5315887639005668        0.1525390365010179       0.2749087808778876       0.5494904212111771       -0.009833254498070147    -2.1468044118160687      2817957.03807832
0.4660041893973443        0.13459362988215257      0.4                      1.3188503678202401       -0.01780399219097945     -1.7196769632999949      7626646.463735901
0.49573899250868014       0.10490377591387982      0.3207902060076522       0.8349460081738787       -0.0016340751677260128   -1.8963580442505494      4559005.278124499
0.3999999999999999        0.2                      0.4                      1.1475333673822126       -0.05266117032206428     -1.2888887607675394      7875186.164135397
0.6471458863187332        0.06712147804349297      0.05904903147936305      -1.2331195799844965      -0.01079579722860018     -3.1257182308817213      4908483.313313964
0.6323395157410028        0.06664598688535693      0                        -1.7245491451530772      -0.01560260057322432     -3.017434243973546       7019845.052565917
0.5999999999999999        0.2                      0                        -1.647434044949925       0.04763919061902475      -2.7283571135901474      7128621.461145047
0.6254441226569043        0.1636532482582616       0.04644786612827932      -1.305647054876179       0.022978979022686953     -2.934256897465903       5411339.201678522
0.6632594578999076        0.2                      0.08457010692061831      -1.0286073039756172      0.026530315862461348     -3.2540618037433826      3964065.886002831
0.6245256068711609        0.15011156874128734      0.12109385631365144      -0.6667063784715119      0.009227487310454948     -2.9081851447367346      2796633.421093781
0.6655764592660022        0.13318851074970728      0                        -1.8015275499516956      0.015425215044784031     -3.316110523535557       6916925.720092364
0.7013661492839329        0.07098960406006845      0.06361071387969779      -1.2771400942835074      -0.009023538927088952    -3.628279307599683       4586992.8454809245
0.7000000000000002        0                        0                        -1.879676486687783       -0.04579435472529431     -3.628436321572455       6835505.047412343
0.533168395599046         0.06656126928341473      0.4                      1.4867715557057435       0.01621251909312694      -2.203143197348843       7367698.841194107
0.6000000000000001        0                        0.4                      1.6474730084278009       0.047331796226567927     -2.728537104267065       7140921.278979463
0.6720060756419356        0.049317376549393305     0.19196435985225668      -0.07205082865398603     -0.0010562111821001833   -3.3300189635903767      794798.5695209447
0.703404756749062         0                        0.15485525367696612      -0.4202269828482405      -0.010136863432886846    -3.6214629231229836      1584608.1830426264
0.7263963952178709        0.05045331136123468      0.11893984270607455      -0.7768210347455079      -0.008887204151212092    -3.8587379692016186      2561972.9154067403
0.7608328065525358        0                        0.0870771024171062       -1.1264083170223882      -0.024557308357857615    -4.202489937533209       3436118.775005012
0.7695375367626099        0                        0.15849556227287415      -0.41276737200572056     -0.008518494351112052    -4.28643287323171        1391929.5137353265
0.7664082090191414        0.0671967689740279       0.1673701337325947       -0.3240884535105184      -0.0022842749371528716   -4.262914215689249       1297124.1502393554
0.74844619899527          0                        0.19679577000197693      -0.031252981344720245    -8.391080854118286E-4    -4.068292087501731       1056748.9454459127
0.6902079977557719        0.13682067850324192      0.07006619911340728      -1.199659089300007       0.010833874490702798     -3.519358814993116       4384452.3517894745
0.7043242813793018        0.2                      0.1574698201178255       -0.39630701446367245     0.009291174022466323     -3.6301188357967487      1518367.275738955
0.6213831208925478        0.2                      0.16861508124845717      -0.2633703445996352      0.007290362738263916     -2.8660909278581985      1289321.856838375
0.6673445283743646        0.15083642775764336      0.20927319676450884      0.08271810016688658      -0.0012483170735202223   -3.2866882581394785      797006.5617778479
0.7526253930094818        0.12336769277180401      0.1561145154844822       -0.43048500092415104     0.001961558690416393     -4.121630075081767       1444473.92280308
0.6969339751386101        0.1136276217587048       0.1756014762820826       -0.2255801776819825      6.32370660748184E-4      -3.5688064614973185      1075458.3494498534
0.750129801757349         0.2                      0.19857196365330482      -0.0139060208130679      1.3528913949892012E-4    -4.085328521891674       1052725.2024621197
0.7694544081468081        0.2                      0.1599792563215232       -0.3976126043874832      0.007828418134899375     -4.285464890113026       1359766.1714262418
0.6871094437463914        0                        0.2417702732963372       0.3815578835264936       0.009223830106974359     -3.4652008451109713      1525976.345118688
0.6349548288963824        0.04738334918239918      0.2621841480322328       0.5325032785756687       0.0074580951743122405    -2.9971392821408225      2223461.6595583563
0.6495492260268514        0                        0.31791440657707054      1.0324554684015943       0.027142862855730438     -3.1301969904335785      4091098.146036017
0.6281690368650863        0.053014925258021456     0.34141155095632636      1.2058534052116945       0.015349385487093933     -2.956203792024635       4970804.498464276
0.5869126560978959        0.2                      0.24208304657284813      0.33638947314560763      -0.010211485242083795    -2.5737743866560967      1647366.7282218514
0.625832253219194         0.15336283129158446      0.26330537041563956      0.5354969785323492       -0.008107826418112843    -2.9167311934255284      2275856.6953600096
0.549163552475412         0.2                      0.3177080044697423       0.8905337705908228       -0.028883013797842264    -2.2837057289143208      4330268.035339944
0.5194150621282392        0.15557145933958866      0.35535088353164873      1.1227625646462331       -0.021546073145205295    -2.077470870479679       5774699.0900315875
0.5657972493948702        0.13299201142845804      0.4                      1.5663135306815834       -0.016229978896343197    -2.4580683669666112      7256376.874433467
0.5968995101013196        0.11038025330086859      0.31867307187523275      0.9666886113363835       -0.0031301290412023845   -2.6834229539797856      4247496.935677888
0.5                       0.2                      0.4                      1.4037931577366105       -0.05022164426610085     -1.9462102642428756      7498379.7065474205
0.7329391363082783        0.06646380408453675      0                        -1.9548272769950616      -0.015379646041858099    -3.9599821926278485      6785546.841104423
0.7713383652594373        0.14442519747361454      0.07430697045701132      -1.2709497384424688      0.011978057110024126     -4.323005468883552       3904700.9464454507
0.7                       0.2                      0                        -1.8794928445940056      0.045827847268880166     -3.628286685352145       6846049.813208191
0.7603286956488511        0.2                      0.08740023308189748      -1.1223326339522834      0.024239339486645778     -4.197130236177038       3413129.315422542
0.7656464238448497        0.1329662350290672       0                        -2.0289095851509833      0.015028274335706167     -4.291005400598122       6798488.0366061535
0.7689016672258914        0.07846926411680899      0.06467483671696049      -1.367162525873204       -0.0064140682293728395   -4.301982877581877       4272861.714354249
0.7999999999999999        0                        0                        -2.1067643963122085      -0.04591638634647322     -4.640731361766499       6916008.251408769
0.6331033737629519        0.06656492684830484      0.4                      1.7262720959139022       0.015415874958768514     -3.02413792465267        7013926.472621874
0.7000000000000002        0                        0.4                      1.879631560197751        0.045469807366312794     -3.628442409135279       6833136.908398303
0.815526173722563         0.041788948192244        0.09002478840774761      -1.1561299136763106      -0.012632314720798982    -4.788526842937669       3001586.125737814
0.8601801140060028        0                        0.06895538667718863      -1.4440573784025         -0.025392189727147903    -5.283837996638398       4062491.816865454
0.7488593644386081        0.06513218213079128      0.23319069914727153      0.3242874815846833       0.0021820162649150415    -4.082151132743945       1292457.9208592235
