	节点编号	
			
1	1	18	2
2	18	19	2
3	2	19	3
4	19	20	3
5	3	20	4
6	20	21	4
7	4	21	5
8	21	22	5
9	5	22	6
10	22	23	6
11	6	23	7
12	23	24	7
13	7	24	8
14	24	25	8
15	8	25	9
16	25	26	9
17	9	26	10
18	26	27	10
19	10	27	11
20	27	28	11
21	11	28	12
22	28	29	12
23	12	29	13
24	29	30	13
25	13	30	14
26	30	31	14
27	14	31	15
28	31	32	15
29	15	32	16
30	32	33	16
31	16	33	17
32	33	34	17
33	18	35	19
34	35	36	19
35	19	36	20
36	36	37	20
37	20	37	21
38	37	38	21
39	21	38	22
40	38	39	22
41	22	39	23
42	39	40	23
43	23	40	24
44	40	41	24
45	24	41	25
46	41	42	25
47	25	42	26
48	42	43	26
49	26	43	27
50	43	44	27
51	27	44	28
52	44	45	28
53	28	45	29
54	45	46	29
55	29	46	30
56	46	47	30
57	30	47	31
58	47	48	31
59	31	48	32
60	48	49	32
61	32	49	33
62	49	50	33
63	33	50	34
64	50	51	34
65	35	52	36
66	52	53	36
67	36	53	37
68	53	54	37
69	37	54	38
70	54	55	38
71	38	55	39
72	55	56	39
73	39	56	40
74	56	57	40
75	40	57	41
76	57	58	41
77	41	58	42
78	58	59	42
79	42	59	43
80	59	60	43
81	43	60	44
82	60	61	44
83	44	61	45
84	61	62	45
85	45	62	46
86	62	63	46
87	46	63	47
88	63	64	47
89	47	64	48
90	64	65	48
91	48	65	49
92	65	66	49
93	49	66	50
94	66	67	50
95	50	67	51
96	67	68	51
97	52	69	53
98	69	70	53
99	53	70	54
100	70	71	54
101	54	71	55
102	71	72	55
103	55	72	56
104	72	73	56
105	56	73	57
106	73	74	57
107	57	74	58
108	74	75	58
109	58	75	59
110	75	76	59
111	59	76	60
112	76	77	60
113	60	77	61
114	77	78	61
115	61	78	62
116	78	79	62
117	62	79	63
118	79	80	63
119	63	80	64
120	80	81	64
121	64	81	65
122	81	82	65
123	65	82	66
124	82	83	66
125	66	83	67
126	83	84	67
127	67	84	68
128	84	85	68
129	69	86	70
130	86	87	70
131	70	87	71
132	87	88	71
133	71	88	72
134	88	89	72
135	72	89	73
136	89	90	73
137	73	90	74
138	90	91	74
139	74	91	75
140	91	92	75
141	75	92	76
142	92	93	76
143	76	93	77
144	93	94	77
145	77	94	78
146	94	95	78
147	78	95	79
148	95	96	79
149	79	96	80
150	96	97	80
151	80	97	81
152	97	98	81
153	81	98	82
154	98	99	82
155	82	99	83
156	99	100	83
157	83	100	84
158	100	101	84
159	84	101	85
160	101	102	85
161	86	103	87
162	103	104	87
163	87	104	88
164	104	105	88
165	88	105	89
166	105	106	89
167	89	106	90
168	106	107	90
169	90	107	91
170	107	108	91
171	91	108	92
172	108	109	92
173	92	109	93
174	109	110	93
175	93	110	94
176	110	111	94
177	94	111	95
178	111	112	95
179	95	112	96
180	112	113	96
181	96	113	97
182	113	114	97
183	97	114	98
184	114	115	98
185	98	115	99
186	115	116	99
187	99	116	100
188	116	117	100
189	100	117	101
190	117	118	101
191	101	118	102
192	118	119	102
193	103	120	104
194	120	121	104
195	104	121	105
196	121	122	105
197	105	122	106
198	122	123	106
199	106	123	107
200	123	124	107
201	107	124	108
202	124	125	108
203	108	125	109
204	125	126	109
205	109	126	110
206	126	127	110
207	110	127	111
208	127	128	111
209	111	128	112
210	128	129	112
211	112	129	113
212	129	130	113
213	113	130	114
214	130	131	114
215	114	131	115
216	131	132	115
217	115	132	116
218	132	133	116
219	116	133	117
220	133	134	117
221	117	134	118
222	134	135	118
223	118	135	119
224	135	136	119
225	120	137	121
226	137	138	121
227	121	138	122
228	138	139	122
229	122	139	123
230	139	140	123
231	123	140	124
232	140	141	124
233	124	141	125
234	141	142	125
235	125	142	126
236	142	143	126
237	126	143	127
238	143	144	127
239	127	144	128
240	144	145	128
241	128	145	129
242	145	146	129
243	129	146	130
244	146	147	130
245	130	147	131
246	147	148	131
247	131	148	132
248	148	149	132
249	132	149	133
250	149	150	133
251	133	150	134
252	150	151	134
253	134	151	135
254	151	152	135
255	135	152	136
256	152	153	136
